@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.2919158347338657,1 42,2 -1}
{0 0.06356576456629896,1 4,2 +1}
{0 0.19709793982997265,1 5,2 -1}
{0 0.007034582598541909,1 1,2 -1}
{0 0.004805027535769695,1 1,2 +1}
{0 0.0058163132071278635,1 1,2 -1}
{0 0.14056650082924238,1 7,2 +1}
{0 0.15793352908970615,1 5,2 -1}
{0 0.2652983540672913,1 22,2 +1}
{0 0.270665057839668,1 25,2 -1}
{0 0.18589227142905226,1 54,2 +1}
{0 0.15896717851228123,1 16,2 -1}
{0 0.17284832429004493,1 4,2 +1}
{0 0.29494534006013456,1 8,2 -1}
{0 0.1469890245751416,1 13,2 +1}
{0 0.06344166391652173,1 4,2 -1}
{0 0.07878385971583353,1 2,2 +1}
{0 0.00524863881081478,1 1,2 -1}
{0 0.24079037957147378,1 8,2 +1}
{0 0.11293272613635302,1 5,2 -1}
{0 0.09084227016358543,1 10,2 +1}
{0 0.08727793214691747,1 19,2 -1}
{0 0.214241419196107,1 19,2 +1}
{0 0.13547195191946326,1 12,2 -1}
{0 0.1944177926062212,1 21,2 +1}
{0 0.15998870618237596,1 13,2 -1}
{0 0.2755679203109585,1 39,2 +1}
{0 0.13346735540173493,1 25,2 -1}
{0 0.2516313203057898,1 54,2 +1}
{0 0.005687898196668094,1 1,2 -1}
{0 0.2271974208271258,1 20,2 +1}
{0 0.1726435748223557,1 23,2 -1}
{0 0.20704958583257815,1 26,2 +1}
{0 0.14434470171297253,1 29,2 -1}
{0 0.1578950578756621,1 13,2 +1}
{0 0.1302869472739763,1 10,2 -1}
{0 0.20532603980740724,1 7,2 +1}
{0 0.12118853651622624,1 5,2 -1}
{0 0.13545709229571926,1 3,2 +1}
{0 0.08722257069443705,1 2,2 -1}
{0 0.24103115695892666,1 9,2 +1}
{0 0.20474272522084408,1 16,2 -1}
{0 0.12099397196836228,1 24,2 +1}
{0 0.12921188430328925,1 30,2 -1}
{0 0.20702392240098388,1 48,2 +1}
{0 0.22531615232345606,1 48,2 -1}
{0 0.14362615777687116,1 11,2 +1}
{0 0.19924908362516922,1 12,2 -1}
{0 0.3296290010330929,1 23,2 +1}
{0 0.2898526688789898,1 11,2 -1}
{0 0.15284757700883922,1 3,2 +1}
{0 0.08190636601015906,1 2,2 -1}
{0 0.20404459002931422,1 28,2 +1}
{0 0.08949241595178603,1 9,2 -1}
{0 0.09568139619311994,1 4,2 +1}
{0 0.11794552439006205,1 6,2 -1}
{0 0.296953739678035,1 3,2 -1}
{0 0.1996442316053358,1 60,2 +1}
{0 0.10830093759305409,1 4,2 -1}
{0 0.21738140161921973,1 58,2 +1}
{0 0.1732594631067562,1 35,2 -1}
{0 0.21040592304534755,1 33,2 +1}
{0 0.17291262040633712,1 11,2 -1}
{0 0.22441219870772672,1 22,2 +1}
{0 0.2246750627756627,1 13,2 -1}
{0 0.18291181165714315,1 14,2 +1}
{0 0.13529856837171475,1 10,2 -1}
{0 0.2642620486455575,1 17,2 +1}
{0 0.19952955280456292,1 12,2 -1}
{0 0.03729082576227212,1 1,2 +1}
{0 0.03315657118133555,1 1,2 -1}
{0 0.08838834764831843,1 1,2 +1}
{0 0.03494881827221855,1 3,2 -1}
{0 0.015181447096521769,1 3,2 +1}
{0 0.01349350738990646,1 2,2 -1}
{0 0.07216878364870323,1 1,2 +1}
{0 0.06231769528497558,1 2,2 -1}
{0 0.1321213041843795,1 10,2 +1}
{0 0.11027187966870758,1 8,2 -1}
{0 0.023078630139327077,1 1,2 -1}
{0 0.2439545374061524,1 53,2 +1}
{0 0.20131662996759064,1 19,2 -1}
{0 0.3044274975052084,1 34,2 +1}
{0 0.3821845333493032,1 23,2 -1}
{0 0.1507556722888818,1 1,2 +1}
{0 0.3516188399296202,1 5,2 -1}
{0 0.04116934847963091,1 2,2 +1}
{0 0.03664946581502283,1 2,2 -1}
{0 0.1733949958515889,1 2,2 +1}
{0 0.3428243612202481,1 2,2 -1}
{0 0.23414645289542346,1 2,2 -1}
{0 0.1905306323542284,1 21,2 +1}
{0 0.15019549076456787,1 6,2 -1}
{0 0.1553487661811069,1 40,2 +1}
{0 0.05632891576182278,1 5,2 -1}
{0 0.24902448866350477,1 64,2 +1}
{0 0.22021839764195186,1 41,2 -1}
{0 0.013486040743593353,1 2,2 +1}
{0 0.0,1 0,2 -1}
{0 0.3512016184567539,1 11,2 +1}
{0 0.32971316046475285,1 10,2 -1}
{0 0.2343344054331869,1 30,2 +1}
{0 0.13235594914146856,1 13,2 -1}
{0 0.2213249577828756,1 35,2 +1}
{0 0.21474659455848713,1 16,2 -1}
{0 0.2372633360894407,1 43,2 +1}
{0 0.06134383589318972,1 4,2 -1}
{0 0.16659788396162278,1 10,2 +1}
{0 0.08936500207920971,1 7,2 -1}
{0 0.20689301053795922,1 12,2 +1}
{0 0.2733682843800296,1 17,2 -1}
{0 0.23388793099445562,1 22,2 +1}
{0 0.11429031828233988,1 17,2 -1}
{0 0.15681571739024594,1 46,2 +1}
{0 0.0,1 0,2 -1}
{0 0.20763645957879742,1 23,2 +1}
{0 0.14922137479459877,1 8,2 -1}
{0 0.24837375722170218,1 7,2 +1}
{0 0.09622504486493764,1 1,2 -1}
{0 0.018633899812498248,1 1,2 +1}
{0 0.0061382816734623985,1 3,2 -1}
{0 0.21979536989485718,1 35,2 +1}
{0 0.14688908224639496,1 40,2 -1}
{0 0.2553683922620834,1 7,2 +1}
{0 0.17150773823637275,1 6,2 -1}
{0 0.08886364031270465,1 3,2 +1}
{0 0.07651096211984322,1 3,2 -1}
{0 0.17920477009499236,1 21,2 +1}
{0 0.07954901849913763,1 11,2 -1}
{0 0.11892065626771292,1 2,2 +1}
{0 0.20712304879899873,1 4,2 -1}
{0 0.2610038958107842,1 22,2 +1}
{0 0.20710058395325948,1 15,2 -1}
{0 0.25986320839071325,1 21,2 +1}
{0 0.08379501673501762,1 23,2 -1}
{0 0.2764178131192643,1 123,2 +1}
{0 0.22939418660078909,1 103,2 -1}
{0 0.17499375033480147,1 21,2 +1}
{0 0.007739738708509845,1 1,2 -1}
{0 0.1191759143062248,1 2,2 +1}
{0 0.21135199112870204,1 5,2 -1}
{0 0.31945732040447516,1 29,2 +1}
{0 0.16453066452895512,1 5,2 -1}
{0 0.17582362481708874,1 10,2 +1}
{0 0.0655878294157005,1 1,2 -1}
{0 0.3446325542982698,1 55,2 +1}
{0 0.06189723861548939,1 11,2 -1}
{0 0.1869533191106966,1 26,2 +1}
{0 0.17515089074845713,1 19,2 -1}
{0 0.043584401845072986,1 1,2 +1}
{0 0.03057264141637288,1 1,2 -1}
{0 0.12092407393033279,1 13,2 +1}
{0 0.02389698704539373,1 2,2 -1}
{0 0.012513010298785978,1 3,2 +1}
{0 0.03268602252303067,1 1,2 -1}
{0 0.1689031159226412,1 12,2 +1}
{0 0.19050319114121747,1 7,2 -1}
{0 0.18899277860088118,1 22,2 +1}
{0 0.1424149261471365,1 16,2 -1}
{0 0.24538983507916315,1 10,2 +1}
{0 0.1832485567039706,1 13,2 -1}
{0 0.32923744059627535,1 15,2 +1}
{0 0.3020911204510915,1 13,2 -1}
{0 0.07808688094430304,1 2,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.12051522077265496,1 18,2 +1}
{0 0.043881541812580534,1 7,2 -1}
{0 0.23842280479479527,1 78,2 +1}
{0 0.32164569272276533,1 57,2 -1}
{0 0.14190377638936028,1 4,2 -1}
{0 0.11132458126201236,1 5,2 +1}
{0 0.08304547985373996,1 3,2 -1}
{0 0.2319175092435999,1 4,2 +1}
{0 0.03941782793130573,1 3,2 -1}
{0 0.2482904037882999,1 3,2 +1}
{0 0.17659288810496604,1 4,2 -1}
{0 0.20259853232825664,1 7,2 +1}
{0 0.14250139011100033,1 8,2 -1}
{0 0.25278484844051974,1 3,2 +1}
{0 0.17409808659054934,1 4,2 -1}
{0 0.21208523164675577,1 9,2 +1}
{0 0.19331152229087312,1 10,2 -1}
{0 0.16781706690073647,1 42,2 +1}
{0 0.05055898088649611,1 5,2 -1}
{0 0.08667479949854814,1 4,2 +1}
{0 0.13389774356108755,1 7,2 -1}
{0 0.3155894355443544,1 43,2 +1}
{0 0.23652110295135684,1 41,2 -1}
{0 0.28460968821229254,1 15,2 +1}
{0 0.15741142303065425,1 18,2 -1}
{0 0.0,1 0,2 +1}
{0 0.08786788995247521,1 4,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.04571503208824944,1 1,2 +1}
{0 0.11396057645963795,1 1,2 -1}
{0 0.2704642540817112,1 45,2 +1}
{0 0.12043420755099955,1 12,2 -1}
{0 0.15150742622546687,1 10,2 +1}
{0 0.14461644504192883,1 7,2 -1}
{0 0.10468993100156088,1 10,2 +1}
{0 0.11795946447194369,1 8,2 -1}
{0 0.11113719679990428,1 41,2 +1}
{0 0.15680879525566382,1 37,2 -1}
{0 0.0,1 0,2 +1}
{0 0.04441969018641514,1 1,2 -1}
{0 0.15931440627250068,1 10,2 +1}
{0 0.17934126277045573,1 11,2 -1}
{0 0.10898466266542675,1 7,2 +1}
{0 0.303718407770265,1 8,2 -1}
{0 0.22767552940774383,1 14,2 +1}
{0 0.15391447424942353,1 7,2 -1}
{0 0.3558148081667525,1 57,2 +1}
{0 0.024939271582084897,1 3,2 -1}
{0 0.0,1 0,2 +1}
{0 0.017388017698576702,1 1,2 -1}
{0 0.18852332453279547,1 31,2 +1}
{0 0.21112815790201642,1 40,2 -1}
{0 0.029282580354113637,1 2,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.1427301985611893,1 8,2 +1}
{0 0.0929117682808958,1 1,2 -1}
{0 0.12626906806902635,1 2,2 +1}
{0 0.09061112819240774,1 4,2 -1}
{0 0.07298471418483661,1 15,2 +1}
{0 0.11936885445825195,1 11,2 -1}
{0 0.13504352505315995,1 25,2 +1}
{0 0.1645680509734609,1 15,2 -1}
{0 0.043679731492336935,1 3,2 +1}
{0 0.008087693101032828,1 1,2 -1}
{0 0.29542602068454954,1 19,2 +1}
{0 0.25785642398408376,1 14,2 -1}
{0 0.1990208413446824,1 19,2 +1}
{0 0.11906593406506777,1 18,2 -1}
{0 0.030656966974248287,1 2,2 +1}
{0 0.06812686976334364,1 6,2 -1}
{0 0.0037017999751257553,1 1,2 +1}
{0 0.018553546269482774,1 1,2 -1}
{0 0.24203176499673934,1 4,2 +1}
{0 0.09538842221746763,1 4,2 -1}
{0 0.27332973266160215,1 17,2 +1}
{0 0.15770125143289357,1 10,2 -1}
{0 0.08040621884225402,1 4,2 +1}
{0 0.023262105259961773,1 1,2 -1}
{0 0.07256762040454182,1 10,2 +1}
{0 0.10670534903026248,1 9,2 -1}
{0 0.2114051887688217,1 39,2 +1}
{0 0.13425382813943515,1 1,2 -1}
{0 0.09893507969540209,1 7,2 +1}
{0 0.08736519558794144,1 4,2 -1}
{0 0.20760698936469585,1 10,2 +1}
{0 0.13340947671146824,1 7,2 -1}
{0 0.12858612496840996,1 3,2 +1}
{0 0.23525856149781865,1 10,2 -1}
{0 0.2979748018910732,1 75,2 +1}
{0 0.2659706346450367,1 31,2 -1}
{0 0.10336849105975329,1 7,2 +1}
{0 0.15881769764235987,1 5,2 -1}
{0 0.33904740029684977,1 54,2 +1}
{0 0.10888128897131327,1 15,2 -1}
{0 0.0979811894172745,1 3,2 +1}
{0 0.2607246916056927,1 4,2 -1}
{0 0.23203222283366134,1 52,2 +1}
{0 0.04044463884548026,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.2127446423213459,1 39,2 +1}
{0 0.06560087390664782,1 3,2 -1}
{0 0.2208081042567791,1 2,2 +1}
{0 0.07012868733182766,1 1,2 -1}
{0 0.1178398043479218,1 4,2 +1}
{0 0.16631630065569167,1 3,2 -1}
{0 0.0,1 0,2 +1}
{0 0.004497392268507216,1 1,2 -1}
{0 0.2874306107509393,1 52,2 +1}
{0 0.09424620162652642,1 32,2 -1}
{0 0.05164286293505084,1 4,2 +1}
{0 0.03841081570467272,1 8,2 -1}
{0 0.12548611990601047,1 5,2 +1}
{0 0.04951556659013031,1 4,2 -1}
{0 0.2530462967970103,1 82,2 +1}
{0 0.2615587380919622,1 63,2 -1}
{0 0.20473726095831504,1 34,2 +1}
{0 0.23845489338396403,1 36,2 -1}
{0 0.14126448280440332,1 2,2 +1}
{0 0.02925977305873137,1 4,2 -1}
{0 0.19207614759278363,1 10,2 +1}
{0 0.16285118726548026,1 9,2 -1}
{0 0.26318067798390754,1 4,2 +1}
{0 0.1723454968864278,1 2,2 -1}
{0 0.19524918239576056,1 4,2 +1}
{0 0.08621828827910148,1 4,2 -1}
{0 0.2055444509145271,1 12,2 +1}
{0 0.11586085772209012,1 13,2 -1}
{0 0.1441163929707798,1 11,2 +1}
{0 0.15041702190471534,1 3,2 -1}
{0 0.2769170082407641,1 8,2 +1}
{0 0.026064301757134343,1 1,2 -1}
{0 0.08981250589967373,1 4,2 +1}
{0 0.0,1 0,2 -1}
{0 0.21286971642507266,1 9,2 +1}
{0 0.12006155285501544,1 14,2 -1}
{0 0.32473610222701993,1 52,2 +1}
{0 0.20791127974544943,1 39,2 -1}
{0 0.1211664418666204,1 11,2 +1}
{0 0.08455754504230997,1 5,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.14361654783943117,1 32,2 +1}
{0 0.017746694591414442,1 8,2 -1}
{0 0.15182109665679183,1 4,2 +1}
{0 0.026673211297411507,1 4,2 -1}
{0 0.24365618487378204,1 178,2 +1}
{0 0.10219555556960261,1 37,2 -1}
{0 0.27695697129098973,1 46,2 +1}
{0 0.14476905279267796,1 7,2 -1}
{0 0.14621409041884,1 14,2 +1}
{0 0.13541956177273035,1 18,2 -1}
{0 0.13870928295402327,1 6,2 +1}
{0 0.10478243557698858,1 4,2 -1}
{0 0.26098378366500713,1 29,2 +1}
{0 0.07454311203573115,1 6,2 -1}
{0 0.0,1 0,2 +1}
{0 0.016337134146909387,1 1,2 -1}
{0 0.13602032587811194,1 2,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0259392923949778,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.18624680672975327,1 57,2 +1}
{0 0.14413532802138412,1 22,2 -1}
{0 0.16061928893392802,1 11,2 +1}
{0 0.0,1 0,2 -1}
{0 0.004994535533689164,1 2,2 +1}
{0 0.005996003282701342,1 2,2 -1}
{0 0.14312710648529836,1 29,2 +1}
{0 0.12970339741998074,1 23,2 -1}
{0 0.22785672603347815,1 14,2 +1}
{0 0.2363535660216988,1 22,2 -1}
{0 0.2457212095746027,1 11,2 +1}
{0 0.015334216547685572,1 2,2 -1}
{0 0.18008330116700028,1 16,2 +1}
{0 0.06402167935620168,1 3,2 -1}
{0 0.18484810237295463,1 16,2 +1}
{0 0.07930244081608925,1 22,2 -1}
{0 0.11016829765985364,1 7,2 +1}
{0 0.0686572561478741,1 5,2 -1}
{0 0.07118080247288279,1 5,2 +1}
{0 0.09214721628319462,1 7,2 -1}
{0 0.3168707566117304,1 8,2 +1}
{0 0.14725315452322912,1 8,2 -1}
{0 0.0036942395196021167,1 3,2 +1}
{0 8.807049136745136E-4,1 1,2 -1}
{0 0.2638565010845042,1 4,2 +1}
{0 0.18542871459884272,1 10,2 -1}
{0 0.12211575987748083,1 8,2 +1}
{0 0.1507090372014576,1 20,2 -1}
{0 0.09643025952512387,1 7,2 +1}
{0 0.05011262428521507,1 2,2 -1}
{0 0.2535226452503887,1 8,2 +1}
{0 0.0897864528441659,1 10,2 -1}
{0 0.12042375502939552,1 8,2 +1}
{0 0.17547101852024705,1 6,2 -1}
{0 0.007507135169227553,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.01721325931647741,1 1,2 +1}
{0 0.022385820834456782,1 4,2 -1}
{0 0.16059326597726648,1 30,2 +1}
{0 0.1380701560793053,1 38,2 -1}
{0 0.2426796130407372,1 8,2 +1}
{0 0.06460509723345378,1 7,2 -1}
{0 0.3097193789699833,1 7,2 +1}
{0 0.09499966607814135,1 7,2 -1}
{0 0.28034975262050776,1 22,2 +1}
{0 0.2297973659806885,1 23,2 -1}
{0 0.28673843532591126,1 11,2 +1}
{0 0.1968848571388386,1 10,2 -1}
{0 0.2388812567775227,1 27,2 +1}
{0 0.2412735548358908,1 21,2 -1}
{0 0.3342381671291121,1 71,2 +1}
{0 0.09638865328037911,1 19,2 -1}
{0 0.14092145035425246,1 7,2 +1}
{0 0.09426047887119056,1 7,2 -1}
{0 0.27541569659370235,1 83,2 +1}
{0 0.20608233557714303,1 44,2 -1}
{0 0.28144244460216455,1 84,2 +1}
{0 0.07571174229182301,1 27,2 -1}
{0 0.3902581303009755,1 27,2 +1}
{0 0.024327893441419286,1 21,2 -1}
{0 0.1444306841003098,1 23,2 +1}
{0 0.18138248156229606,1 19,2 -1}
{0 0.3147810056263024,1 22,2 +1}
{0 0.3154060907889064,1 19,2 -1}
{0 0.19773012757602876,1 10,2 +1}
{0 0.22062198463477223,1 9,2 -1}
{0 0.1296407447104329,1 2,2 +1}
{0 0.11860583913879362,1 5,2 -1}
{0 0.15813617726161536,1 6,2 +1}
{0 0.12280639179990091,1 5,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.20602569040670335,1 15,2 +1}
{0 0.19868445531173243,1 15,2 -1}
{0 0.08073190646694968,1 6,2 +1}
{0 0.05098245500356573,1 6,2 -1}
{0 0.2532602966799824,1 29,2 +1}
{0 0.13395040726595048,1 47,2 -1}
{0 0.22004129746312004,1 40,2 +1}
{0 0.18774893480185106,1 27,2 -1}
{0 0.314419805345153,1 66,2 +1}
{0 0.20973497696736365,1 36,2 -1}
{0 0.22914114395805904,1 20,2 +1}
{0 0.049958800976786726,1 2,2 -1}
{0 0.09081532183729997,1 2,2 +1}
{0 0.026607604209509573,1 2,2 -1}
{0 0.17819272361715824,1 21,2 +1}
{0 0.20337547387311358,1 18,2 -1}
{0 0.08966343752866056,1 6,2 +1}
{0 0.0339096987628546,1 4,2 -1}
{0 0.20833333333333334,1 3,2 +1}
{0 0.20486622455115755,1 4,2 -1}
{0 0.20305491142836127,1 22,2 +1}
{0 0.1792724415987359,1 20,2 -1}
{0 0.45192508434188544,1 20,2 +1}
{0 0.19436405804839388,1 16,2 -1}
{0 0.10335132885038897,1 1,2 +1}
{0 0.23741089263129894,1 19,2 -1}
{0 0.0,1 0,2 +1}
{0 0.012147127759758333,1 4,2 -1}
{0 0.0,1 0,2 +1}
{0 0.1162994644529206,1 4,2 -1}
{0 0.2544229263518232,1 24,2 +1}
{0 0.18432621194882784,1 12,2 -1}
{0 0.23335473648484006,1 34,2 +1}
{0 0.2833566905606781,1 34,2 -1}
{0 0.19813065673663416,1 15,2 +1}
{0 0.15325871772844638,1 11,2 -1}
{0 0.18555340778935084,1 30,2 +1}
{0 0.05417102390977292,1 12,2 -1}
{0 0.25821610531577743,1 20,2 +1}
{0 0.21837236108813188,1 24,2 -1}
{0 0.3119875147218037,1 26,2 +1}
{0 0.07898760219116487,1 17,2 -1}
{0 0.2344259858533681,1 20,2 +1}
{0 0.1332801112424807,1 14,2 -1}
{0 0.13074409009212268,1 4,2 +1}
{0 0.10551138511831785,1 4,2 -1}
{0 0.015299751534052611,1 1,2 +1}
{0 0.016928901199868982,1 1,2 -1}
{0 0.20584237149068704,1 25,2 +1}
{0 0.37017122436647537,1 20,2 -1}
{0 0.2738316836668346,1 44,2 +1}
{0 0.09092167899705123,1 18,2 -1}
{0 0.022043335708870272,1 1,2 +1}
{0 0.048293862196481165,1 1,2 -1}
{0 0.08230098066330337,1 23,2 +1}
{0 0.11131041449295047,1 11,2 -1}
{0 0.033864273073929814,1 1,2 +1}
{0 0.00728676027112815,1 1,2 -1}
{0 0.1683952551918483,1 28,2 +1}
{0 0.09458924151937355,1 10,2 -1}
{0 0.237784830558399,1 42,2 +1}
{0 0.15602224992594624,1 8,2 -1}
{0 0.12930583582803556,1 23,2 +1}
{0 0.1327470603418416,1 23,2 -1}
{0 0.15152288168283162,1 1,2 +1}
{0 0.15336717592586527,1 2,2 -1}
{0 0.018207878797156647,1 1,2 +1}
{0 0.022515387015668773,1 3,2 -1}
{0 0.16045911141715077,1 6,2 +1}
{0 0.08213785172900903,1 3,2 -1}
{0 0.04903947248359709,1 4,2 +1}
{0 0.09565579045742019,1 2,2 -1}
{0 0.07601880301370889,1 6,2 +1}
{0 0.16715811231825978,1 19,2 -1}
{0 0.2662350554181559,1 12,2 +1}
{0 0.24572187838482365,1 8,2 -1}
{0 0.26099012639958613,1 49,2 +1}
{0 0.12730095677895725,1 4,2 -1}
{0 0.08788174152965353,1 3,2 +1}
{0 0.07101710731986917,1 3,2 -1}
{0 0.2720391173793478,1 38,2 +1}
{0 0.27985034536773223,1 39,2 -1}
{0 0.1370740424340606,1 8,2 +1}
{0 0.09560591199676645,1 7,2 -1}
{0 0.09852608189822373,1 10,2 +1}
{0 0.006167821294753099,1 3,2 -1}
{0 0.07631846735058721,1 14,2 +1}
{0 0.042253646308344536,1 14,2 -1}
{0 0.17555264832784767,1 37,2 +1}
{0 0.1375894573252512,1 20,2 -1}
{0 0.23831577758096437,1 20,2 -1}
{0 0.39715612186519333,1 43,2 +1}
{0 0.10255859835251671,1 11,2 -1}
{0 0.2679702252725681,1 62,2 +1}
{0 0.17227966665962713,1 42,2 -1}
{0 0.1340971856217533,1 32,2 +1}
{0 0.08852568156231,1 19,2 -1}
{0 0.21894661030973803,1 72,2 +1}
{0 0.21690833152346412,1 64,2 -1}
{0 0.07783154575844063,1 2,2 +1}
{0 0.0578489956403263,1 3,2 -1}
{0 0.22108604287062034,1 39,2 +1}
{0 0.21616543574459848,1 41,2 -1}
{0 0.21323368488293704,1 11,2 +1}
{0 0.16957607058697224,1 10,2 -1}
{0 0.19425717247145283,1 2,2 +1}
{0 0.19657115638142766,1 3,2 -1}
{0 0.15323971991373664,1 48,2 +1}
{0 0.03042485775285407,1 6,2 -1}
{0 0.19441046339110965,1 2,2 -1}
{0 0.17916523188408973,1 21,2 +1}
{0 0.1746396703929828,1 17,2 -1}
{0 0.3111717932877457,1 23,2 +1}
{0 0.38386981016206784,1 21,2 -1}
{0 0.15768529181471794,1 19,2 +1}
{0 0.17403678021012078,1 10,2 -1}
{0 0.0013129865138144488,1 2,2 +1}
{0 0.0,1 0,2 -1}
{0 0.14708710135363803,1 2,2 +1}
{0 0.213249829206708,1 7,2 -1}
{0 0.27445587969933327,1 10,2 +1}
{0 0.06275550511938778,1 12,2 -1}
{0 0.11180339887498948,1 1,2 +1}
{0 0.010558537785999174,1 1,2 -1}
{0 0.1554260169289786,1 52,2 -1}
{0 0.04412952822553808,1 12,2 +1}
{0 0.07768873553120227,1 4,2 -1}
{0 0.19667975335694785,1 28,2 +1}
{0 0.2159445993957528,1 20,2 -1}
{0 0.3167715237179424,1 12,2 +1}
{0 0.17735647693536222,1 10,2 -1}
{0 0.02754496943956198,1 1,2 +1}
{0 0.1720618004029213,1 1,2 -1}
{0 0.19040296054805222,1 44,2 +1}
{0 0.18010520018708703,1 19,2 -1}
{0 0.2831426848194235,1 38,2 +1}
{0 0.18941387328083403,1 30,2 -1}
{0 0.16878732147764808,1 6,2 +1}
{0 0.1884233417193793,1 4,2 -1}
{0 8.716252806727554E-4,1 1,2 -1}
{0 0.34066066376933146,1 41,2 +1}
{0 0.19999642750048602,1 36,2 -1}
{0 0.015811329827097112,1 1,2 +1}
{0 0.0065627408999522205,1 1,2 -1}
{0 0.33485050937454724,1 56,2 +1}
{0 0.2533414120548628,1 84,2 -1}
{0 0.19141741401171583,1 39,2 +1}
{0 0.22722848636829115,1 41,2 -1}
{0 0.17657675970297473,1 28,2 +1}
{0 0.28993993684310765,1 35,2 -1}
{0 0.22456610557049309,1 11,2 +1}
{0 0.27778433184346174,1 11,2 -1}
{0 0.09416472308615167,1 2,2 +1}
{0 0.13533299049019168,1 2,2 -1}
{0 0.22279822332914984,1 31,2 +1}
{0 0.1305413653185583,1 11,2 -1}
{0 0.2874132861218958,1 5,2 +1}
{0 0.0,1 0,2 -1}
{0 0.10756439246618868,1 2,2 +1}
{0 0.05559416791649541,1 3,2 -1}
{0 0.1312129829632792,1 6,2 +1}
{0 0.04757625143369411,1 10,2 -1}
{0 0.16781658249774337,1 30,2 +1}
{0 0.2744431790432938,1 33,2 -1}
{0 0.08451542547285167,1 1,2 +1}
{0 0.13306913428061914,1 5,2 -1}
{0 0.1878551777359268,1 53,2 +1}
{0 0.17993913551390633,1 55,2 -1}
{0 0.08439578892103664,1 17,2 +1}
{0 0.21737378073631405,1 26,2 -1}
{0 0.0,1 0,2 +1}
{0 0.009173776254535831,1 2,2 -1}
{0 0.13989036150604126,1 29,2 +1}
{0 0.1243176645383909,1 8,2 -1}
{0 0.2586686061707087,1 23,2 +1}
{0 0.21705785250359574,1 9,2 -1}
{0 0.1417115116971189,1 7,2 +1}
{0 0.07676256771604113,1 7,2 -1}
{0 0.24925591339108594,1 39,2 +1}
{0 0.2346671309547829,1 38,2 -1}
{0 0.28021155584246543,1 30,2 +1}
{0 0.01210455065337605,1 1,2 -1}
{0 0.3276891883731687,1 19,2 +1}
{0 0.0,1 0,2 -1}
{0 0.21661708670896695,1 56,2 +1}
{0 0.1877419081451864,1 53,2 -1}
{0 0.15596635869256872,1 11,2 +1}
{0 0.26369637344944236,1 27,2 -1}
{0 0.11207533995118209,1 3,2 +1}
{0 0.0,1 0,2 -1}
{0 0.21670203178819994,1 11,2 +1}
{0 0.225346485424176,1 12,2 -1}
{0 0.11895657008843447,1 1,2 +1}
{0 0.05837345754016706,1 1,2 -1}
{0 0.1676485751818677,1 11,2 +1}
{0 0.23782754924262836,1 7,2 -1}
{0 0.0,1 0,2 -1}
{0 0.29550168632162277,1 53,2 +1}
{0 0.2614448606680741,1 43,2 -1}
{0 0.1915447374614897,1 38,2 +1}
{0 0.23647795598355617,1 17,2 -1}
{0 0.1887739209221946,1 6,2 +1}
{0 0.015633460145003948,1 7,2 -1}
{0 0.17894866889599603,1 19,2 +1}
{0 0.2908395164499561,1 4,2 -1}
{0 0.23438717762108638,1 16,2 +1}
{0 0.3084321076380696,1 9,2 -1}
{0 0.3271600075621066,1 28,2 +1}
{0 0.12764691086335742,1 8,2 -1}
{0 0.24012544578438574,1 49,2 +1}
{0 0.15834366179403814,1 30,2 -1}
{0 0.06091658334512122,1 2,2 +1}
{0 0.023063280200722125,1 1,2 -1}
{0 0.3043118491432972,1 134,2 +1}
{0 0.27864064598624333,1 48,2 -1}
{0 0.033030346400601214,1 4,2 +1}
{0 0.04583602536943301,1 2,2 -1}
{0 0.2044460490823577,1 4,2 +1}
{0 0.10646230455867685,1 2,2 -1}
{0 0.48874076993226767,1 21,2 +1}
{0 0.23216980264163695,1 22,2 -1}
{0 0.2574963190611531,1 34,2 +1}
{0 0.2647956387463036,1 31,2 -1}
{0 0.0396525792859072,1 1,2 -1}
{0 0.23996819710138403,1 55,2 +1}
{0 0.187471872075594,1 11,2 -1}
{0 0.2651020793887552,1 14,2 +1}
{0 0.21610911528257273,1 13,2 -1}
{0 0.03697962606511933,1 2,2 -1}
{0 0.049625194397387384,1 3,2 +1}
{0 0.07326996167662057,1 4,2 -1}
{0 0.30421981906766576,1 29,2 +1}
{0 0.13537585390419526,1 20,2 -1}
{0 0.2543333835513886,1 23,2 +1}
{0 0.08689118359887764,1 10,2 -1}
{0 0.24374278361912355,1 32,2 +1}
{0 0.15341173431779453,1 5,2 -1}
{0 0.16822589766790008,1 12,2 +1}
