@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.1033541390379053,1 22,2 -1}
{0 0.2542630438126398,1 74,2 -1}
{0 0.25146082250824975,1 38,2 +1}
{0 0.15257762217904366,1 12,2 -1}
{0 0.14392039225675007,1 11,2 -1}
{0 0.22113515762188637,1 29,2 -1}
{0 0.1916302125428793,1 9,2 -1}
{0 0.10520979801659155,1 19,2 -1}
{0 0.2579238037983036,1 20,2 +1}
{0 0.07350747835464151,1 20,2 -1}
{0 0.14559117213661613,1 15,2 -1}
{0 0.22008930960179074,1 24,2 -1}
{0 0.09798461180232909,1 10,2 -1}
{0 0.07376815950824797,1 4,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.2610609133634027,1 80,2 +1}
{0 0.2384471654275574,1 32,2 -1}
{0 0.12143534814378325,1 5,2 -1}
{0 0.2058910694667854,1 32,2 -1}
{0 0.19610676009265673,1 42,2 -1}
{0 0.20805212364974335,1 25,2 -1}
{0 0.27212400309857027,1 34,2 +1}
{0 0.05152728249809669,1 5,2 -1}
{0 0.29005792051659873,1 35,2 -1}
{0 0.24258449671736818,1 7,2 -1}
{0 0.12008753258545275,1 28,2 -1}
{0 0.16907861291163304,1 4,2 -1}
{0 0.4560737814793552,1 14,2 +1}
{0 0.11497392441320534,1 9,2 -1}
{0 0.08327102858991368,1 7,2 -1}
{0 0.058145434123657434,1 15,2 -1}
{0 0.05623646134523416,1 12,2 -1}
{0 0.14230891820486366,1 14,2 -1}
{0 0.20074106269860925,1 70,2 +1}
{0 0.07033799484533299,1 1,2 -1}
{0 0.23229379769020664,1 49,2 -1}
{0 0.22798385507822455,1 33,2 -1}
{0 0.1961832302404381,1 22,2 -1}
{0 0.07479821638060992,1 16,2 -1}
{0 0.23296249913806844,1 13,2 +1}
{0 0.15387849578343374,1 11,2 -1}
{0 0.2628918488730362,1 9,2 -1}
{0 0.1941007511845497,1 11,2 -1}
{0 0.2451638586088988,1 8,2 -1}
{0 0.26354664236593506,1 10,2 -1}
{0 0.2544177583191577,1 115,2 +1}
{0 0.26652648971051884,1 45,2 -1}
{0 0.10170435585715205,1 9,2 -1}
{0 0.24173539824789098,1 59,2 -1}
{0 0.2612242234101734,1 84,2 -1}
{0 0.11232437917363104,1 30,2 -1}
{0 0.2905649556005914,1 26,2 +1}
{0 0.2101830835225308,1 8,2 -1}
{0 0.16789488273985634,1 8,2 -1}
{0 0.08404977220207886,1 3,2 -1}
{0 0.1915804236864291,1 22,2 -1}
{0 0.2096264084952306,1 20,2 -1}
{0 0.21074993392022648,1 29,2 +1}
{0 0.12729489970998317,1 25,2 -1}
{0 0.12013062533334956,1 39,2 -1}
{0 0.12355300097466684,1 14,2 -1}
{0 0.1591129287648312,1 39,2 -1}
{0 0.1413646909536587,1 24,2 -1}
{0 0.3661253383758703,1 32,2 +1}
{0 0.25718878781342847,1 15,2 -1}
{0 0.1292662462465146,1 27,2 -1}
{0 0.2720180352937703,1 32,2 -1}
{0 0.2294842165724623,1 15,2 -1}
{0 0.18682520034094335,1 5,2 -1}
{0 0.06933752452815363,1 2,2 +1}
{0 0.10760702418857343,1 4,2 -1}
{0 0.09592353720958519,1 2,2 -1}
{0 0.04994010778445262,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.009246584018191364,1 1,2 -1}
{0 0.26901772598907703,1 24,2 +1}
{0 0.19470751626186292,1 17,2 -1}
{0 0.1646943998293315,1 25,2 -1}
{0 0.17994133531449746,1 21,2 -1}
{0 0.22673918221779235,1 20,2 -1}
{0 0.18645088515039596,1 13,2 -1}
{0 0.0,1 0,2 +1}
{0 0.045407660918649985,1 1,2 -1}
{0 0.0354849322264313,1 4,2 -1}
{0 0.011580832214028863,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.025837838152396375,1 1,2 -1}
{0 0.09083768323888668,1 3,2 +1}
{0 0.045627706254761306,1 5,2 -1}
{0 0.13670178994559287,1 11,2 -1}
{0 0.1603017939509765,1 5,2 -1}
{0 0.11209777871677479,1 13,2 -1}
{0 0.14765661690680365,1 12,2 -1}
{0 0.17620193273403853,1 40,2 +1}
{0 0.20993979639933277,1 24,2 -1}
{0 0.17620193273403853,1 40,2 -1}
{0 0.234996500351796,1 45,2 -1}
{0 0.14945709223537204,1 19,2 -1}
{0 0.06088462646613879,1 2,2 -1}
{0 0.09729732630620916,1 1,2 +1}
{0 0.0070625977735147075,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.06154574548966636,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.027105462872878204,1 1,2 -1}
{0 0.17571198121690243,1 39,2 +1}
{0 0.17588052731679496,1 31,2 -1}
{0 0.24704177923852094,1 30,2 -1}
{0 0.0201886355835427,1 3,2 -1}
{0 0.17849609207849512,1 46,2 -1}
{0 0.2109903841399242,1 37,2 -1}
{0 0.17918710044277342,1 19,2 +1}
{0 0.21745653877595497,1 13,2 -1}
{0 0.10841789125397873,1 9,2 -1}
{0 0.15203175838740934,1 14,2 -1}
{0 0.21913880906258287,1 14,2 -1}
{0 0.13069122414501638,1 7,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.14480712769588663,1 14,2 +1}
{0 0.0951764194733816,1 21,2 -1}
{0 0.12294430349202,1 15,2 -1}
{0 0.059072755695656766,1 12,2 -1}
{0 0.1349129164712248,1 16,2 -1}
{0 0.10886858268074776,1 10,2 -1}
{0 0.03411945625947578,1 8,2 +1}
{0 0.07159045224260795,1 8,2 -1}
{0 0.05939338118068914,1 11,2 -1}
{0 0.07485896309130705,1 14,2 -1}
{0 0.056736672945375995,1 11,2 -1}
{0 0.09500999013090275,1 5,2 -1}
{0 0.015499685165842568,1 1,2 +1}
{0 0.041992651928812436,1 4,2 -1}
{0 0.027190064562169422,1 4,2 -1}
{0 0.02455636527210174,1 2,2 -1}
{0 0.01840998512277198,1 5,2 -1}
{0 0.016633778161162956,1 4,2 -1}
{0 0.2512699419684951,1 6,2 +1}
{0 0.16664954037305105,1 15,2 -1}
{0 0.18065827204316962,1 29,2 -1}
{0 0.17803621115423587,1 34,2 -1}
{0 0.2328513978537699,1 42,2 -1}
{0 0.22693640403357568,1 28,2 -1}
{0 0.26247630985700043,1 44,2 +1}
{0 0.22776399659067123,1 26,2 -1}
{0 0.26247630985700043,1 44,2 -1}
{0 0.23653873946762002,1 22,2 -1}
{0 0.1604444490611409,1 13,2 -1}
{0 0.14717557029886255,1 27,2 -1}
{0 0.25322445051574977,1 13,2 +1}
{0 0.2833990042114896,1 11,2 -1}
{0 0.14365392133744068,1 18,2 -1}
{0 0.1916159762773741,1 14,2 -1}
{0 0.1268287765268242,1 14,2 -1}
{0 0.040272473276418155,1 2,2 -1}
{0 0.28980095173388337,1 35,2 +1}
{0 0.19372416457238714,1 19,2 -1}
{0 0.1973731215857539,1 19,2 -1}
{0 0.20441374058746586,1 32,2 -1}
{0 0.16932015322647287,1 7,2 -1}
{0 0.19788885005926435,1 28,2 -1}
{0 0.15241289730010193,1 4,2 +1}
{0 0.142058821178731,1 4,2 -1}
{0 0.1626466414863521,1 4,2 -1}
{0 0.16753250747864215,1 4,2 -1}
{0 0.19067673139122068,1 4,2 -1}
{0 0.10267555785353873,1 5,2 -1}
{0 0.11561146751289911,1 8,2 +1}
{0 0.09491904096881179,1 10,2 -1}
{0 0.07450618442490577,1 9,2 -1}
{0 0.03522362697923348,1 7,2 -1}
{0 0.14835087597986518,1 13,2 -1}
{0 0.07664023347264014,1 8,2 -1}
{0 0.08338401952989898,1 34,2 -1}
{0 0.1513113089407553,1 33,2 -1}
{0 0.16484646813108697,1 40,2 -1}
{0 0.1773861209330912,1 29,2 -1}
{0 0.24192465341152658,1 27,2 -1}
{0 0.41771493363818885,1 32,2 +1}
{0 0.24075463804664965,1 33,2 -1}
{0 0.2352472586625399,1 36,2 -1}
{0 0.28332883608591297,1 21,2 -1}
{0 0.11987744318300701,1 27,2 -1}
{0 0.16179740097529957,1 16,2 -1}
{0 0.20142618714909527,1 13,2 +1}
{0 0.13106711009039518,1 19,2 -1}
{0 0.21150664894492446,1 17,2 -1}
{0 0.16498116965422688,1 16,2 -1}
{0 0.0930878299449973,1 11,2 -1}
{0 0.029469178464536953,1 2,2 -1}
{0 0.0070283249997361835,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.005271592514972195,1 3,2 -1}
{0 0.009905638337425868,1 2,2 -1}
{0 0.01937430343315528,1 4,2 -1}
{0 0.15331034998544327,1 23,2 +1}
{0 0.1611744111500121,1 24,2 -1}
{0 0.16995261611507675,1 25,2 -1}
{0 0.1392105106416633,1 20,2 -1}
{0 0.12925521722264438,1 6,2 -1}
{0 0.12096681923697027,1 11,2 -1}
{0 0.19613673449070534,1 5,2 +1}
{0 0.1407908087286077,1 4,2 -1}
{0 0.19555287984439704,1 5,2 -1}
{0 0.2127541678476585,1 6,2 -1}
{0 0.24093098277330294,1 6,2 -1}
{0 0.2278918972188026,1 5,2 -1}
{0 0.196505744781154,1 72,2 +1}
{0 0.1663989196282829,1 33,2 -1}
{0 0.1554421408940896,1 30,2 -1}
{0 0.16243961013458177,1 51,2 -1}
{0 0.19047335928055312,1 44,2 -1}
{0 0.1847275918600302,1 22,2 -1}
{0 0.21945093393781417,1 22,2 +1}
{0 0.19732692990868517,1 28,2 -1}
{0 0.17078719347417498,1 16,2 -1}
{0 0.14288849201678142,1 22,2 -1}
{0 0.18243143399402303,1 17,2 -1}
{0 0.08493733539847885,1 23,2 -1}
{0 0.06930520620576447,1 5,2 +1}
{0 0.05976586517803368,1 4,2 -1}
{0 0.06733992459673283,1 6,2 -1}
{0 0.03460383699966719,1 4,2 -1}
{0 0.10359208249112944,1 2,2 -1}
{0 0.06078606184652318,1 1,2 -1}
{0 0.0989565616659599,1 3,2 +1}
{0 0.12242189527763807,1 6,2 -1}
{0 0.13030123374511113,1 7,2 -1}
{0 0.11251057735281045,1 9,2 -1}
{0 0.08791434710062276,1 5,2 -1}
{0 0.04484508489406255,1 4,2 -1}
{0 0.2303932535288566,1 32,2 +1}
{0 0.2303932535288566,1 32,2 -1}
{0 0.08924033614701296,1 7,2 -1}
{0 0.13331043041412857,1 25,2 -1}
{0 0.07433587704011636,1 18,2 -1}
{0 0.131858878290486,1 27,2 -1}
{0 0.06171954827142899,1 14,2 +1}
{0 0.0820935847225671,1 9,2 -1}
{0 0.05820888509254124,1 17,2 -1}
{0 0.02534195982810354,1 2,2 -1}
{0 0.04748877872150565,1 8,2 -1}
{0 0.027588831404872432,1 1,2 -1}
{0 0.19902283334918383,1 9,2 +1}
{0 0.12760543018739137,1 10,2 -1}
{0 0.1561118161048377,1 10,2 -1}
{0 0.2211629342323457,1 3,2 -1}
{0 0.13156540415909632,1 14,2 -1}
{0 0.15579738444381525,1 10,2 -1}
{0 0.21416136922934387,1 51,2 +1}
{0 0.06008744992145347,1 6,2 -1}
{0 0.20417755504887158,1 25,2 -1}
{0 0.2204596942421918,1 49,2 -1}
{0 0.20017722827624268,1 43,2 -1}
{0 0.1356719546006934,1 54,2 -1}
{0 0.10072787050317251,1 1,2 +1}
{0 0.031290769749887426,1 1,2 -1}
{0 0.02210993862289557,1 1,2 -1}
{0 0.04933361058580825,1 1,2 -1}
{0 0.01159854006765864,1 1,2 -1}
{0 0.044294622246404854,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.019203761232935858,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.040723148118768406,1 1,2 -1}
{0 0.012562477021974664,1 2,2 -1}
{0 0.015335691803293609,1 1,2 -1}
{0 0.14402095496370335,1 43,2 +1}
{0 0.06626203016820094,1 5,2 -1}
{0 0.1422471837773876,1 28,2 -1}
{0 0.06354396917877246,1 5,2 -1}
{0 0.05648352815890885,1 3,2 -1}
{0 0.13068481847174737,1 19,2 -1}
{0 0.12811395556557303,1 15,2 +1}
{0 0.03619613829965134,1 2,2 -1}
{0 0.18541067860384727,1 20,2 -1}
{0 0.09059966931401271,1 12,2 -1}
{0 0.10132807942097977,1 6,2 -1}
{0 0.1444556737070712,1 16,2 -1}
{0 0.216661812307366,1 4,2 +1}
{0 0.18928375628770108,1 6,2 -1}
{0 0.2229136887880202,1 3,2 -1}
{0 0.0,1 0,2 -1}
{0 0.21825813573433067,1 6,2 -1}
{0 0.012113206035714329,1 1,2 -1}
{0 0.12803141422757522,1 4,2 +1}
{0 0.14486418059313516,1 9,2 -1}
{0 0.05729428297467584,1 5,2 -1}
{0 0.16131482494006033,1 6,2 -1}
{0 0.0973275752886122,1 7,2 -1}
{0 0.21235955793446273,1 6,2 -1}
{0 0.015767396124594983,1 3,2 +1}
{0 0.007833927888640667,1 4,2 -1}
{0 0.014833945481580393,1 4,2 -1}
{0 0.030470451768135603,1 3,2 -1}
{0 0.0,1 0,2 -1}
{0 0.03128548759311624,1 2,2 -1}
{0 0.2413443787484609,1 15,2 +1}
{0 0.29270365143259264,1 19,2 -1}
{0 0.18898423101553266,1 11,2 -1}
{0 0.16050355840333513,1 3,2 -1}
{0 0.2313746767412574,1 23,2 -1}
{0 0.27261433321632433,1 25,2 -1}
{0 0.13363062095621217,1 2,2 +1}
{0 0.1883445600493039,1 4,2 -1}
{0 0.12268553442634887,1 3,2 -1}
{0 0.24341122551643382,1 3,2 -1}
{0 0.1260075293148341,1 4,2 -1}
{0 0.37499999999999994,1 3,2 -1}
{0 0.2507242875848462,1 22,2 +1}
{0 0.2085592855782625,1 25,2 -1}
{0 0.22490167088806653,1 25,2 -1}
{0 0.07118684968143742,1 2,2 -1}
{0 0.2152399228064715,1 28,2 -1}
{0 0.1628959413837504,1 14,2 -1}
{0 0.23108538429920722,1 32,2 +1}
{0 0.10571171414631374,1 18,2 -1}
{0 0.1634592999291096,1 9,2 -1}
{0 0.12988049268786966,1 37,2 -1}
{0 0.15360100705119745,1 21,2 -1}
{0 0.23126697054352272,1 7,2 -1}
{0 0.11972912094634425,1 16,2 +1}
{0 0.14868464365563322,1 20,2 -1}
{0 0.17498723600905763,1 16,2 -1}
{0 0.17369850259153805,1 30,2 -1}
{0 0.17833541745767928,1 29,2 -1}
{0 0.14329460196396013,1 8,2 -1}
