@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.1927182528449003,1 3,2 -1}
{0 0.26364887508105,1 42,2 +1}
{0 0.12694957968395934,1 3,2 -1}
{0 0.1507658644743193,1 5,2 -1}
{0 0.24600192136786753,1 19,2 -1}
{0 0.23498340172999804,1 12,2 -1}
{0 0.0,1 0,2 +1}
{0 0.04220513638499127,1 2,2 -1}
{0 0.06476843770324547,1 1,2 -1}
{0 0.04878338993700453,1 2,2 -1}
{0 0.0402943415607077,1 1,2 -1}
{0 0.27398853892328073,1 71,2 +1}
{0 0.1669053501063085,1 40,2 -1}
{0 0.23708922317935296,1 9,2 -1}
{0 0.22235086556244818,1 32,2 -1}
{0 0.28948365572622825,1 38,2 -1}
{0 0.12890873930138536,1 24,2 +1}
{0 0.18383787021987738,1 23,2 -1}
{0 0.09888899712119895,1 4,2 -1}
{0 0.17600433746017455,1 39,2 -1}
{0 0.16742899027441077,1 34,2 -1}
{0 0.2591307395389587,1 23,2 +1}
{0 0.1190477164320277,1 15,2 -1}
{0 0.10081542190649243,1 3,2 -1}
{0 0.20964699919596586,1 22,2 -1}
{0 0.20527606794771108,1 20,2 -1}
{0 0.2862674795375733,1 71,2 +1}
{0 0.17001172775791176,1 25,2 -1}
{0 0.23869774506119557,1 41,2 -1}
{0 0.08907345600234272,1 4,2 -1}
{0 0.16333965624385952,1 18,2 -1}
{0 0.25146082250824975,1 38,2 +1}
{0 0.20680917326256845,1 11,2 -1}
{0 0.28316055755065694,1 23,2 -1}
{0 0.2595041756416322,1 30,2 -1}
{0 0.18848744335624412,1 14,2 -1}
{0 0.2579238037983036,1 20,2 +1}
{0 0.13722824234419215,1 2,2 -1}
{0 0.03822914120451133,1 11,2 -1}
{0 0.12876867361137476,1 18,2 -1}
{0 0.23011955011258392,1 15,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.2610609133634027,1 80,2 +1}
{0 0.2384471654275574,1 32,2 -1}
{0 0.19610676009265673,1 42,2 -1}
{0 0.1363269745438143,1 8,2 -1}
{0 0.2631056320404709,1 57,2 -1}
{0 0.27212400309857027,1 34,2 +1}
{0 0.19252289978309778,1 28,2 -1}
{0 0.18152324930299568,1 48,2 -1}
{0 0.1971385055850626,1 46,2 -1}
{0 0.19111741150620132,1 56,2 -1}
{0 0.4560737814793552,1 14,2 +1}
{0 0.0620729328499003,1 5,2 -1}
{0 0.11363880477799795,1 8,2 -1}
{0 0.10278258244329128,1 15,2 -1}
{0 0.05623646134523416,1 12,2 -1}
{0 0.20074106269860925,1 70,2 +1}
{0 0.23229379769020664,1 49,2 -1}
{0 0.1869235087265616,1 23,2 -1}
{0 0.19758174499208317,1 36,2 -1}
{0 0.19647653978123983,1 37,2 -1}
{0 0.23296249913806844,1 13,2 +1}
{0 0.23296249913806844,1 13,2 -1}
{0 0.15114402914666028,1 15,2 -1}
{0 0.12030415246347388,1 2,2 -1}
{0 0.2884048242689582,1 12,2 -1}
{0 0.2544177583191577,1 115,2 +1}
{0 0.2945360841295446,1 88,2 -1}
{0 0.23507021893199,1 81,2 -1}
{0 0.04924973292869605,1 3,2 -1}
{0 0.24510057957378528,1 32,2 -1}
{0 0.2905649556005914,1 26,2 +1}
{0 0.28497793832506546,1 27,2 -1}
{0 0.1260746583031183,1 1,2 -1}
{0 0.195533955122882,1 17,2 -1}
{0 0.2554346766910047,1 28,2 -1}
{0 0.21074993392022648,1 29,2 +1}
{0 0.10394425524551613,1 12,2 -1}
{0 0.16839940137369527,1 30,2 -1}
{0 0.16092105406644855,1 17,2 -1}
{0 0.08660964932768679,1 4,2 -1}
{0 0.3661253383758703,1 32,2 +1}
{0 0.025848445741317325,1 2,2 -1}
{0 0.3661253383758703,1 32,2 -1}
{0 0.21863726692507376,1 26,2 -1}
{0 0.09009597463047854,1 10,2 -1}
{0 0.06933752452815363,1 2,2 +1}
{0 0.048030099918017426,1 2,2 -1}
{0 0.05812381937190964,1 1,2 -1}
{0 0.01783188878870528,1 2,2 -1}
{0 0.025813568058474335,1 2,2 -1}
{0 0.26901772598907703,1 24,2 +1}
{0 0.13998980473146136,1 21,2 -1}
{0 0.09460614704657404,1 4,2 -1}
{0 0.18274426345656392,1 20,2 -1}
{0 0.13548862592931682,1 22,2 -1}
{0 0.0,1 0,2 +1}
{0 0.01445575827185983,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.010406967955613841,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.09083768323888668,1 3,2 +1}
{0 0.18370235837851728,1 3,2 -1}
{0 0.10715799245260109,1 8,2 -1}
{0 0.1451305850625885,1 10,2 -1}
{0 0.13623731522826651,1 2,2 -1}
{0 0.17620193273403853,1 40,2 +1}
{0 0.20455681238670428,1 18,2 -1}
{0 0.23143056567874273,1 38,2 -1}
{0 0.14424295667781492,1 4,2 -1}
{0 0.22212729693989486,1 37,2 -1}
{0 0.09729732630620916,1 1,2 +1}
{0 0.047618018203279995,1 2,2 -1}
{0 0.05730721435255267,1 1,2 -1}
{0 0.07678011846702096,1 1,2 -1}
{0 0.07518820606756282,1 1,2 -1}
{0 0.17571198121690243,1 39,2 +1}
{0 0.2042831744522169,1 39,2 -1}
{0 0.2079408324228093,1 44,2 -1}
{0 0.12542982771062985,1 33,2 -1}
{0 0.28829179329696036,1 26,2 -1}
{0 0.17918710044277342,1 19,2 +1}
{0 0.1837417712299637,1 16,2 -1}
{0 0.11052496462278112,1 10,2 -1}
{0 0.12192793954350051,1 9,2 -1}
{0 0.16559750174478016,1 10,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 8.771442385765059E-4,1 2,2 -1}
{0 0.14480712769588663,1 14,2 +1}
{0 0.14480712769588663,1 14,2 -1}
{0 0.07153997900381412,1 4,2 -1}
{0 0.07746183275224888,1 9,2 -1}
{0 0.14432995543236193,1 21,2 -1}
{0 0.03411945625947578,1 8,2 +1}
{0 0.06568321711408592,1 12,2 -1}
{0 0.06513108333792395,1 13,2 -1}
{0 0.06605474027517362,1 17,2 -1}
{0 0.03411945625947578,1 8,2 -1}
{0 0.015499685165842568,1 1,2 +1}
{0 0.00926746274533847,1 4,2 -1}
{0 0.017109707045345653,1 4,2 -1}
{0 0.007649707894309513,1 3,2 -1}
{0 0.013423121104280483,1 1,2 -1}
{0 0.2512699419684951,1 6,2 +1}
{0 0.22498893860637256,1 30,2 -1}
{0 0.16731602851389388,1 28,2 -1}
{0 0.2105987197266259,1 20,2 -1}
{0 0.19156123359263025,1 30,2 -1}
{0 0.26247630985700043,1 44,2 +1}
{0 0.20623887677555872,1 15,2 -1}
{0 0.21770909015178122,1 31,2 -1}
{0 0.05484983170512901,1 4,2 -1}
{0 0.13345734589218858,1 7,2 -1}
{0 0.25322445051574977,1 13,2 +1}
{0 0.1660452168196257,1 15,2 -1}
{0 0.15264992369999292,1 9,2 -1}
{0 0.1637414901330612,1 22,2 -1}
{0 0.08358544122991278,1 3,2 -1}
{0 0.28980095173388337,1 35,2 +1}
{0 0.12979139685670532,1 9,2 -1}
{0 0.1899281075573026,1 25,2 -1}
{0 0.14587479798880837,1 9,2 -1}
{0 0.07876737073602008,1 3,2 -1}
{0 0.15241289730010193,1 4,2 +1}
{0 0.19067673139122068,1 4,2 -1}
{0 0.142058821178731,1 4,2 -1}
{0 0.16753250747864215,1 4,2 -1}
{0 0.23893395463012904,1 4,2 -1}
{0 0.11561146751289911,1 8,2 +1}
{0 0.13087763789471285,1 12,2 -1}
{0 0.15520697287186114,1 11,2 -1}
{0 0.07450618442490577,1 9,2 -1}
{0 0.15046235258740318,1 12,2 -1}
{0 0.06197546142789209,1 6,2 -1}
{0 0.16647438405498022,1 21,2 -1}
{0 0.13374540613354308,1 45,2 -1}
{0 0.0969713432447647,1 5,2 -1}
{0 0.41771493363818885,1 32,2 +1}
{0 0.16109064712887095,1 6,2 -1}
{0 0.29282096253413004,1 23,2 -1}
{0 0.0715063385464935,1 25,2 -1}
{0 0.17512067398128892,1 19,2 -1}
{0 0.20142618714909527,1 13,2 +1}
{0 0.13656096356603722,1 17,2 -1}
{0 0.13685920101122687,1 14,2 -1}
{0 0.10876331476177653,1 6,2 -1}
{0 0.11105317827623162,1 15,2 -1}
{0 0.0,1 0,2 -1}
{0 0.01110814933280683,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.013386089242496532,1 1,2 -1}
{0 0.15331034998544327,1 23,2 +1}
{0 0.11380457285952082,1 12,2 -1}
{0 0.15976012385647628,1 20,2 -1}
{0 0.07288942961247936,1 1,2 -1}
{0 0.13084148716632749,1 23,2 -1}
{0 0.19613673449070534,1 5,2 +1}
{0 0.17677669529663687,1 2,2 -1}
{0 0.21674084289282758,1 5,2 -1}
{0 0.17035658572489293,1 5,2 -1}
{0 0.12689023237109684,1 4,2 -1}
{0 0.196505744781154,1 72,2 +1}
{0 0.17258680407055632,1 10,2 -1}
{0 0.15581468167299792,1 24,2 -1}
{0 0.1431889723734806,1 55,2 -1}
{0 0.17565949145185378,1 52,2 -1}
{0 0.21945093393781417,1 22,2 +1}
{0 0.17078719347417498,1 16,2 -1}
{0 0.08855245060495577,1 21,2 -1}
{0 0.18243143399402303,1 17,2 -1}
{0 0.14288849201678142,1 22,2 -1}
{0 0.06930520620576447,1 5,2 +1}
{0 0.06482037235521643,1 2,2 -1}
{0 0.09161448193480688,1 7,2 -1}
{0 0.11089658707113809,1 7,2 -1}
{0 0.02854267451169419,1 4,2 -1}
{0 0.0989565616659599,1 3,2 +1}
{0 0.12242189527763807,1 6,2 -1}
{0 0.04484508489406255,1 4,2 -1}
{0 0.08791434710062276,1 5,2 -1}
{0 0.09835275978906322,1 9,2 -1}
{0 0.2303932535288566,1 32,2 +1}
{0 0.17325543310587146,1 44,2 -1}
{0 0.11195811867020296,1 9,2 -1}
{0 0.08440833438922747,1 1,2 -1}
{0 0.16413705442960605,1 45,2 -1}
{0 0.06171954827142899,1 14,2 +1}
{0 0.08057194833646483,1 15,2 -1}
{0 0.08404977220207888,1 3,2 -1}
{0 0.050143938590547964,1 13,2 -1}
{0 0.050525125106960216,1 7,2 -1}
{0 0.19902283334918383,1 9,2 +1}
{0 0.19702760155977517,1 4,2 -1}
{0 0.07190937498139782,1 3,2 -1}
{0 0.1290267909591961,1 9,2 -1}
{0 0.18429582739275416,1 9,2 -1}
{0 0.21416136922934387,1 51,2 +1}
{0 0.16792930533719885,1 35,2 -1}
{0 0.20211391828156786,1 29,2 -1}
{0 0.11003447360300866,1 4,2 -1}
{0 0.20634850631393523,1 39,2 -1}
{0 0.10072787050317251,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.10852509381807648,1 1,2 -1}
{0 0.0070625977735147075,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 0.021133385436115645,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.03657049715511728,1 2,2 -1}
{0 0.010392543876671318,1 2,2 -1}
{0 0.14402095496370335,1 43,2 +1}
{0 0.14938393960099505,1 45,2 -1}
{0 0.08669878128998668,1 17,2 -1}
{0 0.14797360350817662,1 33,2 -1}
{0 0.0627421593276542,1 3,2 -1}
{0 0.12811395556557303,1 15,2 +1}
{0 0.14764720051147473,1 19,2 -1}
{0 0.20409854526490115,1 18,2 -1}
{0 0.18051017595084423,1 16,2 -1}
{0 0.1320196440571289,1 17,2 -1}
{0 0.216661812307366,1 4,2 +1}
{0 0.050745515034703696,1 1,2 -1}
{0 0.11560378465196926,1 8,2 -1}
{0 0.0,1 0,2 -1}
{0 0.09740838540725462,1 5,2 -1}
{0 0.12803141422757522,1 4,2 +1}
{0 0.1611991955556724,1 8,2 -1}
{0 0.10128457416826768,1 8,2 -1}
{0 0.141312542062385,1 4,2 -1}
{0 0.11956540958666989,1 7,2 -1}
{0 0.015767396124594983,1 3,2 +1}
{0 0.024559296518850263,1 2,2 -1}
{0 0.012148519868949085,1 4,2 -1}
{0 0.0,1 0,2 -1}
{0 0.006609835943428409,1 2,2 -1}
{0 0.2413443787484609,1 15,2 +1}
{0 0.21202427573491078,1 25,2 -1}
{0 0.306056966564812,1 24,2 -1}
{0 0.2286601305029162,1 11,2 -1}
{0 0.3137082111935779,1 19,2 -1}
{0 0.13363062095621217,1 2,2 +1}
{0 0.21032142394940964,1 3,2 -1}
{0 0.1427096038386896,1 3,2 -1}
{0 0.28156255797753976,1 4,2 -1}
{0 0.0579927003382932,1 3,2 -1}
{0 0.2507242875848462,1 22,2 +1}
{0 0.16259460237098416,1 11,2 -1}
{0 0.18817731155649722,1 25,2 -1}
{0 0.15619204273710607,1 10,2 -1}
{0 0.10016366623062493,1 4,2 -1}
{0 0.23108538429920722,1 32,2 +1}
{0 0.12261376829980589,1 32,2 -1}
{0 0.1476108302143641,1 24,2 -1}
{0 0.14112684476044757,1 41,2 -1}
{0 0.021407632770766922,1 1,2 -1}
{0 0.11972912094634425,1 16,2 +1}
{0 0.18334112954016082,1 22,2 -1}
{0 0.18828334539280672,1 32,2 -1}
{0 0.11542642260499097,1 3,2 -1}
{0 0.15441113522748143,1 20,2 -1}
