@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.26901772598907703,1 24,2 +1}
{0 0.2510021569816233,1 22,2 -1}
{0 0.13548862592931682,1 22,2 -1}
{0 0.0,1 0,2 +1}
{0 0.014137379422773365,1 2,2 -1}
{0 0.02216982468033403,1 1,2 -1}
{0 0.09083768323888668,1 3,2 +1}
{0 0.07072256480158756,1 10,2 -1}
{0 0.09747019870738852,1 9,2 -1}
{0 0.17620193273403853,1 40,2 +1}
{0 0.19132042376885858,1 32,2 -1}
{0 0.21254190485875452,1 38,2 -1}
{0 0.09729732630620916,1 1,2 +1}
{0 0.06975691360643631,1 1,2 -1}
{0 0.028683205604063473,1 1,2 -1}
{0 0.17571198121690243,1 39,2 +1}
{0 0.1741534664800027,1 16,2 -1}
{0 0.1119464335614802,1 32,2 -1}
{0 0.17918710044277342,1 19,2 +1}
{0 0.10841789125397873,1 9,2 -1}
{0 0.21745653877595497,1 13,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.00145916561935708,1 2,2 -1}
{0 0.14480712769588663,1 14,2 +1}
{0 0.09797206801602597,1 10,2 -1}
{0 0.1245446014921937,1 17,2 -1}
{0 0.03411945625947578,1 8,2 +1}
{0 0.07585023031654024,1 12,2 -1}
{0 0.06084929614491666,1 10,2 -1}
{0 0.015499685165842568,1 1,2 +1}
{0 0.02836670159548137,1 4,2 -1}
{0 0.0,1 0,2 -1}
{0 0.2512699419684951,1 6,2 +1}
{0 0.01709392789892144,1 1,2 -1}
{0 0.19405531042541485,1 60,2 -1}
{0 0.26247630985700043,1 44,2 +1}
{0 0.2164147172351735,1 20,2 -1}
{0 0.20176369635073768,1 14,2 -1}
{0 0.25322445051574977,1 13,2 +1}
{0 0.10226064316040649,1 16,2 -1}
{0 0.11816541656443444,1 10,2 -1}
{0 0.28980095173388337,1 35,2 +1}
{0 0.17543601944767265,1 23,2 -1}
{0 0.18685592926053826,1 22,2 -1}
{0 0.15241289730010193,1 4,2 +1}
{0 0.19932317910802477,1 3,2 -1}
{0 0.13032622385044224,1 2,2 -1}
{0 0.11561146751289911,1 8,2 +1}
{0 0.13767359570382023,1 7,2 -1}
{0 0.06323405714706916,1 7,2 -1}
{0 0.29156123874831424,1 36,2 -1}
{0 0.13374540613354308,1 45,2 -1}
{0 0.41771493363818885,1 32,2 +1}
{0 0.17543710281634176,1 31,2 -1}
{0 0.17512067398128892,1 19,2 -1}
{0 0.20142618714909527,1 13,2 +1}
{0 0.08840753539361086,1 3,2 -1}
{0 0.06530062864472144,1 5,2 -1}
{0 0.017172665321402193,1 3,2 -1}
{0 0.010625478710736033,1 1,2 -1}
{0 0.15331034998544327,1 23,2 +1}
{0 0.13247647923317388,1 4,2 -1}
{0 0.11794934394897949,1 23,2 -1}
{0 0.19613673449070534,1 5,2 +1}
{0 0.21047620177749235,1 5,2 -1}
{0 0.17460338269430836,1 5,2 -1}
{0 0.196505744781154,1 72,2 +1}
{0 0.20361520646176673,1 57,2 -1}
{0 0.1846685309441599,1 56,2 -1}
{0 0.21945093393781417,1 22,2 +1}
{0 0.18213767302680572,1 29,2 -1}
{0 0.1567315394231396,1 18,2 -1}
{0 0.06930520620576447,1 5,2 +1}
{0 0.09276203165534949,1 6,2 -1}
{0 0.06287754915466108,1 5,2 -1}
{0 0.0989565616659599,1 3,2 +1}
{0 0.12548396410709906,1 3,2 -1}
{0 0.09474258325984651,1 7,2 -1}
{0 0.2303932535288566,1 32,2 +1}
{0 0.131858878290486,1 27,2 -1}
{0 0.2303932535288566,1 32,2 -1}
{0 0.06171954827142899,1 14,2 +1}
{0 0.027588831404872432,1 1,2 -1}
{0 0.07767604350507051,1 16,2 -1}
{0 0.19902283334918383,1 9,2 +1}
{0 0.2285395426098255,1 12,2 -1}
{0 0.19702760155977517,1 4,2 -1}
{0 0.21416136922934387,1 51,2 +1}
{0 0.20512864594406918,1 16,2 -1}
{0 0.11003447360300866,1 4,2 -1}
{0 0.10072787050317251,1 1,2 +1}
{0 0.036165583445529115,1 1,2 -1}
{0 0.05484738011289385,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.009975768361274687,1 1,2 -1}
{0 0.14402095496370335,1 43,2 +1}
{0 0.11135067976849024,1 29,2 -1}
{0 0.08886158992605489,1 14,2 -1}
{0 0.12811395556557303,1 15,2 +1}
{0 0.15481649630204866,1 16,2 -1}
{0 0.20610909535645125,1 16,2 -1}
{0 0.216661812307366,1 4,2 +1}
{0 0.14800637728032914,1 8,2 -1}
{0 0.061903189780222787,1 2,2 -1}
{0 0.12803141422757522,1 4,2 +1}
{0 0.13926588944129056,1 6,2 -1}
{0 0.1092788120340394,1 7,2 -1}
{0 0.015767396124594983,1 3,2 +1}
{0 0.015767396124594983,1 3,2 -1}
{0 0.02332770725263092,1 3,2 -1}
{0 0.2413443787484609,1 15,2 +1}
{0 0.2459585569826553,1 8,2 -1}
{0 0.22411046230266454,1 26,2 -1}
{0 0.13363062095621217,1 2,2 +1}
{0 0.1882526136769922,1 3,2 -1}
{0 0.14982584088867815,1 3,2 -1}
{0 0.2507242875848462,1 22,2 +1}
{0 0.22490167088806653,1 25,2 -1}
{0 0.18569966468197144,1 28,2 -1}
{0 0.23108538429920722,1 32,2 +1}
{0 0.15725948455607003,1 43,2 -1}
{0 0.2071986628393109,1 25,2 -1}
{0 0.11972912094634425,1 16,2 +1}
{0 0.11054057267635212,1 27,2 -1}
{0 0.22474308245609237,1 25,2 -1}
