@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.05798696064803637,1 3,2 -1}
{0 0.04016906586366956,1 5,2 -1}
{0 0.250220163067745,1 11,2 +1}
{0 0.057437968580061276,1 2,2 -1}
{0 0.13633652375651983,1 5,2 -1}
{0 0.14470840632766008,1 11,2 -1}
{0 0.16062241040753902,1 12,2 -1}
{0 0.21900234352411274,1 9,2 -1}
{0 0.12350268563569725,1 8,2 -1}
{0 0.12952355007543281,1 12,2 -1}
{0 0.1691651601134416,1 11,2 -1}
{0 0.13892898636669082,1 7,2 -1}
{0 0.17028313724313046,1 11,2 -1}
{0 0.3844537689435693,1 66,2 +1}
{0 0.18778862185568168,1 21,2 -1}
{0 0.20677919396754282,1 21,2 -1}
{0 0.2922485896511342,1 58,2 -1}
{0 0.2192013441879813,1 25,2 -1}
{0 0.12411772915476946,1 33,2 -1}
{0 0.18694731093566835,1 41,2 -1}
{0 0.2609052010302232,1 62,2 -1}
{0 0.2645429789484959,1 28,2 -1}
{0 0.08941242745823702,1 6,2 -1}
{0 0.27690408817999335,1 21,2 -1}
{0 0.0,1 0,2 +1}
{0 0.06462528755253208,1 1,2 -1}
{0 0.10072787050317251,1 1,2 -1}
{0 0.10542157479178445,1 2,2 -1}
{0 0.1927182528449003,1 3,2 -1}
{0 0.10545613515239945,1 1,2 -1}
{0 0.03358177236346094,1 1,2 -1}
{0 0.12555773262896047,1 2,2 -1}
{0 0.10469653005946937,1 2,2 -1}
{0 0.1408392705608077,1 2,2 -1}
{0 0.13545341574239722,1 1,2 -1}
{0 0.26364887508105,1 42,2 +1}
{0 0.26364887508105,1 42,2 -1}
{0 0.26311569109403693,1 26,2 -1}
{0 0.2279498180381869,1 14,2 -1}
{0 0.2407110313936456,1 20,2 -1}
{0 0.09873856197641283,1 2,2 -1}
{0 0.2672348436776349,1 19,2 -1}
{0 0.1507658644743193,1 5,2 -1}
{0 0.12694957968395934,1 3,2 -1}
{0 0.23498340172999804,1 12,2 -1}
{0 0.24600192136786753,1 19,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.031936422702604106,1 1,2 -1}
{0 0.016953860174552655,1 1,2 -1}
{0 0.04220513638499127,1 2,2 -1}
{0 0.12586182920856653,1 1,2 -1}
{0 0.0280111375167066,1 1,2 -1}
{0 0.034876083084069254,1 1,2 -1}
{0 0.07112180457589498,1 1,2 -1}
{0 0.043098591447484576,1 1,2 -1}
{0 0.027797463475030326,1 1,2 -1}
{0 0.27398853892328073,1 71,2 +1}
{0 0.19576211887494474,1 24,2 -1}
{0 0.2231145799298744,1 48,2 -1}
{0 0.14053946097593487,1 19,2 -1}
{0 0.22188245776444707,1 25,2 -1}
{0 0.13890931845949916,1 32,2 -1}
{0 0.23054362962455133,1 56,2 -1}
{0 0.3161233905022853,1 24,2 -1}
{0 0.23293549904251143,1 41,2 -1}
{0 0.1493710612041838,1 8,2 -1}
{0 0.2608750455157441,1 25,2 -1}
{0 0.12890873930138536,1 24,2 +1}
{0 0.159667706116234,1 30,2 -1}
{0 0.16712475790671136,1 20,2 -1}
{0 0.12485544399322361,1 24,2 -1}
{0 0.09203959236959355,1 26,2 -1}
{0 0.06451845375518266,1 6,2 -1}
{0 0.11355487255339536,1 31,2 -1}
{0 0.07049236174904985,1 17,2 -1}
{0 0.12461970930313832,1 25,2 -1}
{0 0.16147548070481604,1 15,2 -1}
{0 0.1713023153807947,1 38,2 -1}
{0 0.2591307395389587,1 23,2 +1}
{0 0.049169002954394164,1 3,2 -1}
{0 0.17064568079680997,1 5,2 -1}
{0 0.07185081296707788,1 4,2 -1}
{0 0.1822768062189413,1 15,2 -1}
{0 0.251361097572968,1 16,2 -1}
{0 0.2759541408496967,1 29,2 -1}
{0 0.13172030479053792,1 3,2 -1}
{0 0.2580476270615522,1 30,2 -1}
{0 0.1190477164320277,1 15,2 -1}
{0 0.11582219223101929,1 6,2 -1}
{0 0.2862674795375733,1 71,2 +1}
{0 0.18179922886231772,1 46,2 -1}
{0 0.19026578276024278,1 27,2 -1}
{0 0.17001172775791176,1 25,2 -1}
{0 0.16061548045085242,1 70,2 -1}
{0 0.17079249508847552,1 44,2 -1}
{0 0.22565030645349193,1 73,2 -1}
{0 0.2862674795375733,1 71,2 -1}
{0 0.19934753420422566,1 39,2 -1}
{0 0.1833656458133074,1 65,2 -1}
{0 0.2641107411537771,1 32,2 -1}
{0 0.25146082250824975,1 38,2 +1}
{0 0.17505453319987754,1 23,2 -1}
{0 0.31984530940548006,1 20,2 -1}
{0 0.06162649151228737,1 2,2 -1}
{0 0.2662772902112217,1 33,2 -1}
{0 0.2580358676558466,1 24,2 -1}
{0 0.22113515762188637,1 29,2 -1}
{0 0.2292504898317654,1 15,2 -1}
{0 0.14392039225675007,1 11,2 -1}
{0 0.11148651790487943,1 3,2 -1}
{0 0.15257762217904366,1 12,2 -1}
{0 0.2579238037983036,1 20,2 +1}
{0 0.16333909604044486,1 22,2 -1}
{0 0.22034825208917364,1 12,2 -1}
{0 0.1796210401231881,1 4,2 -1}
{0 0.2240261564807848,1 10,2 -1}
{0 0.09594561041723398,1 2,2 -1}
{0 0.1517361854674787,1 12,2 -1}
{0 0.06057411860514389,1 10,2 -1}
{0 0.15564836694863024,1 25,2 -1}
{0 0.18960244269783813,1 23,2 -1}
{0 0.1947774148378854,1 4,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.2610609133634027,1 80,2 +1}
{0 0.19121345705614012,1 17,2 -1}
{0 0.060717674071891624,1 2,2 -1}
{0 0.21163859644968375,1 44,2 -1}
{0 0.2239609436082993,1 51,2 -1}
{0 0.25631723700532216,1 43,2 -1}
{0 0.1514564891325506,1 3,2 -1}
{0 0.26194733862855923,1 63,2 -1}
{0 0.24853059260984423,1 56,2 -1}
{0 0.213910472809653,1 87,2 -1}
{0 0.23351191540001148,1 73,2 -1}
{0 0.27212400309857027,1 34,2 +1}
{0 0.06413803364432571,1 3,2 -1}
{0 0.1647641104036225,1 9,2 -1}
{0 0.10696465838307913,1 17,2 -1}
{0 0.28214499609672195,1 33,2 -1}
{0 0.22819889481649233,1 30,2 -1}
{0 0.13509940197897255,1 32,2 -1}
{0 0.20908474789770004,1 53,2 -1}
{0 0.22866990848364982,1 40,2 -1}
{0 0.05454148803601066,1 3,2 -1}
{0 0.22339112598184854,1 24,2 -1}
{0 0.4560737814793552,1 14,2 +1}
{0 0.07077467249792474,1 6,2 -1}
{0 0.05618371763848691,1 14,2 -1}
{0 0.06593765627673999,1 12,2 -1}
{0 0.10278258244329128,1 15,2 -1}
{0 0.05101627678885769,1 2,2 -1}
{0 0.11363880477799795,1 8,2 -1}
{0 0.07856542438864576,1 5,2 -1}
{0 0.03065696697424829,1 2,2 -1}
{0 0.04279604925109129,1 7,2 -1}
{0 0.033807287803904976,1 3,2 -1}
{0 0.20074106269860925,1 70,2 +1}
{0 0.13019033362327806,1 7,2 -1}
{0 0.19349475804460478,1 15,2 -1}
{0 0.19651080179949998,1 18,2 -1}
{0 0.1348983321458862,1 6,2 -1}
{0 0.25073025362961743,1 42,2 -1}
{0 0.1327863005061069,1 18,2 -1}
{0 0.061551073894982586,1 5,2 -1}
{0 0.18915603728783914,1 40,2 -1}
{0 0.20483909279399254,1 30,2 -1}
{0 0.06250541102117806,1 2,2 -1}
{0 0.23296249913806844,1 13,2 +1}
{0 0.18024498397054392,1 8,2 -1}
{0 0.17000212503984455,1 4,2 -1}
{0 0.026659558398736394,1 1,2 -1}
{0 0.2834022607022269,1 11,2 -1}
{0 0.13041845050778983,1 6,2 -1}
{0 0.2675866038644274,1 13,2 -1}
{0 0.3102609429680625,1 10,2 -1}
{0 0.16875979841112695,1 11,2 -1}
{0 0.16209336638445349,1 14,2 -1}
{0 0.23275217842511436,1 4,2 -1}
{0 0.2544177583191577,1 115,2 +1}
{0 0.16322150629000237,1 53,2 -1}
{0 0.22368914659754333,1 72,2 -1}
{0 0.1882482700168494,1 26,2 -1}
{0 0.3258936468971995,1 48,2 -1}
{0 0.25106902874216086,1 60,2 -1}
{0 0.20955995895389315,1 53,2 -1}
{0 0.2654558670555447,1 73,2 -1}
{0 0.12491552420666836,1 7,2 -1}
{0 0.24978403156320297,1 29,2 -1}
{0 0.13876705978134174,1 55,2 -1}
{0 0.2905649556005914,1 26,2 +1}
{0 0.18923151006003977,1 22,2 -1}
{0 0.17903581479852304,1 14,2 -1}
{0 0.18548650122260302,1 15,2 -1}
{0 0.20824668291071932,1 21,2 -1}
{0 0.26789080465481824,1 24,2 -1}
{0 0.061149948808778574,1 4,2 -1}
{0 0.27293480959800354,1 20,2 -1}
{0 0.1947010707386867,1 26,2 -1}
{0 0.2187378287625026,1 12,2 -1}
{0 0.16417300920911743,1 12,2 -1}
{0 0.21074993392022648,1 29,2 +1}
{0 0.055031884927586025,1 2,2 -1}
{0 0.18734428038265394,1 14,2 -1}
{0 0.050924458670099655,1 5,2 -1}
{0 0.3195165456349209,1 31,2 -1}
{0 0.10124394294591162,1 5,2 -1}
{0 0.17522939656560624,1 38,2 -1}
{0 0.21474528737675735,1 35,2 -1}
{0 0.184338886878621,1 12,2 -1}
{0 0.0980695826199657,1 26,2 -1}
{0 0.20808612860974393,1 24,2 -1}
{0 0.3661253383758703,1 32,2 +1}
{0 0.11954906155359263,1 4,2 -1}
{0 0.3231758966037705,1 26,2 -1}
{0 0.3166434603311372,1 6,2 -1}
{0 0.02695409987206847,1 4,2 -1}
{0 0.339972402520701,1 23,2 -1}
{0 0.24643775825382652,1 29,2 -1}
{0 0.35228590854687275,1 35,2 -1}
{0 0.2920333316885151,1 33,2 -1}
{0 0.2780833904679261,1 20,2 -1}
{0 0.23450505823590678,1 38,2 -1}
{0 0.06933752452815363,1 2,2 +1}
{0 0.0359803263430399,1 3,2 -1}
{0 0.09291497645630908,1 5,2 -1}
{0 0.06910947514834581,1 3,2 -1}
{0 0.06471848016905736,1 2,2 -1}
{0 0.08362420100070908,1 2,2 -1}
{0 0.08296379804424331,1 2,2 -1}
{0 0.0818256280873211,1 3,2 -1}
{0 0.06933752452815363,1 2,2 -1}
{0 0.07562762600482743,1 4,2 -1}
{0 0.11329293529132221,1 2,2 -1}
{0 0.26901772598907703,1 24,2 +1}
{0 0.1646943998293315,1 25,2 -1}
{0 0.25771272940141937,1 23,2 -1}
{0 0.18645088515039596,1 13,2 -1}
{0 0.042591376801470356,1 3,2 -1}
{0 0.2856072305354215,1 21,2 -1}
{0 0.11669795239484683,1 4,2 -1}
{0 0.11077080240789713,1 13,2 -1}
{0 0.19417183005035452,1 23,2 -1}
{0 0.09215713209661805,1 4,2 -1}
{0 0.14555721100070543,1 12,2 -1}
{0 0.0,1 0,2 +1}
{0 0.014137379422773365,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0038653407481615658,1 1,2 -1}
{0 0.007302848204200743,1 1,2 -1}
{0 0.018698939800169144,1 1,2 -1}
{0 0.045407660918649985,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.010723775682800635,1 3,2 -1}
{0 0.0,1 0,2 -1}
{0 0.09083768323888668,1 3,2 +1}
{0 0.04018327708044118,1 7,2 -1}
{0 0.22852774123959654,1 12,2 -1}
{0 0.1745506257248217,1 9,2 -1}
{0 0.16490057376577472,1 10,2 -1}
{0 0.10253131201961302,1 10,2 -1}
{0 0.045617742469178456,1 9,2 -1}
{0 0.05330017908890262,1 3,2 -1}
{0 0.09747019870738852,1 9,2 -1}
{0 0.07072256480158756,1 10,2 -1}
{0 0.13059216054070785,1 12,2 -1}
{0 0.17620193273403853,1 40,2 +1}
{0 0.24305334992085337,1 43,2 -1}
{0 0.20993979639933277,1 24,2 -1}
{0 0.2044591642415124,1 37,2 -1}
{0 0.199066979665213,1 46,2 -1}
{0 0.20455681238670428,1 18,2 -1}
{0 0.23143056567874273,1 38,2 -1}
{0 0.16239428934913572,1 15,2 -1}
{0 0.14424295667781492,1 4,2 -1}
{0 0.12899044104085075,1 6,2 -1}
{0 0.22212729693989486,1 37,2 -1}
{0 0.09729732630620916,1 1,2 +1}
{0 0.08333333333333333,1 1,2 -1}
{0 0.013151824196848018,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.07118684968143742,1 1,2 -1}
{0 0.018367958959266125,1 1,2 -1}
{0 0.07518820606756282,1 1,2 -1}
{0 0.09729732630620916,1 1,2 -1}
{0 0.03498755409544724,1 1,2 -1}
{0 0.029211308881862453,1 1,2 -1}
{0 0.01607995536210587,1 1,2 -1}
{0 0.17571198121690243,1 39,2 +1}
{0 0.1976970715679717,1 40,2 -1}
{0 0.1741534664800027,1 16,2 -1}
{0 0.1119464335614802,1 32,2 -1}
{0 0.14214331352704684,1 28,2 -1}
{0 0.20864276737058943,1 30,2 -1}
{0 0.14354637134673964,1 5,2 -1}
{0 0.058039567159257746,1 17,2 -1}
{0 0.1818294825867959,1 22,2 -1}
{0 0.16726483437582454,1 6,2 -1}
{0 0.14306898553480288,1 23,2 -1}
{0 0.17918710044277342,1 19,2 +1}
{0 0.17055360922295518,1 13,2 -1}
{0 0.22104163373125657,1 12,2 -1}
{0 0.21913880906258287,1 14,2 -1}
{0 0.1342418647841673,1 16,2 -1}
{0 0.06715191366878169,1 2,2 -1}
{0 0.1338493291564919,1 8,2 -1}
{0 0.20982209871527494,1 9,2 -1}
{0 0.09290218737877565,1 3,2 -1}
{0 0.17918710044277342,1 19,2 -1}
{0 0.1909370683983156,1 11,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 2.3393932104038979E-4,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.009772038812426304,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.14480712769588663,1 14,2 +1}
{0 0.10417418711688256,1 5,2 -1}
{0 0.11030823807686936,1 13,2 -1}
{0 0.02724572010920647,1 2,2 -1}
{0 0.13966422978205909,1 12,2 -1}
{0 0.05449144021841294,1 1,2 -1}
{0 0.10886858268074776,1 10,2 -1}
{0 0.1349129164712248,1 16,2 -1}
{0 0.12638112857266778,1 16,2 -1}
{0 0.12717462491195908,1 24,2 -1}
{0 0.059072755695656766,1 12,2 -1}
{0 0.03411945625947578,1 8,2 +1}
{0 0.06681514042867027,1 7,2 -1}
{0 0.0808014086472371,1 6,2 -1}
{0 0.05453542009633408,1 11,2 -1}
{0 0.037138070554577914,1 12,2 -1}
{0 0.06513108333792395,1 13,2 -1}
{0 0.009964193240901014,1 1,2 -1}
{0 0.06605474027517362,1 17,2 -1}
{0 0.05579786226075048,1 7,2 -1}
{0 0.04192613429520125,1 14,2 -1}
{0 0.08014227254612358,1 13,2 -1}
{0 0.015499685165842568,1 1,2 +1}
{0 0.03444182951591453,1 4,2 -1}
{0 0.017109707045345653,1 4,2 -1}
{0 0.007649707894309513,1 3,2 -1}
{0 0.013423121104280483,1 1,2 -1}
{0 0.024708589901564305,1 3,2 -1}
{0 0.022142298979995822,1 4,2 -1}
{0 0.013838428182209102,1 2,2 -1}
{0 0.02275520495954297,1 1,2 -1}
{0 0.13093073414159542,1 2,2 -1}
{0 0.019234326202820503,1 2,2 -1}
{0 0.2512699419684951,1 6,2 +1}
{0 0.2615292135027874,1 33,2 -1}
{0 0.0671547167457628,1 5,2 -1}
{0 0.3027685592355734,1 18,2 -1}
{0 0.18862180213235397,1 47,2 -1}
{0 0.1504876515727788,1 16,2 -1}
{0 0.15014400814516068,1 5,2 -1}
{0 0.2835750283999164,1 40,2 -1}
{0 0.24306552795261552,1 41,2 -1}
{0 0.1192179756469237,1 6,2 -1}
{0 0.18669666955097072,1 25,2 -1}
{0 0.26247630985700043,1 44,2 +1}
{0 0.15295233409664208,1 5,2 -1}
{0 0.17369120764055404,1 20,2 -1}
{0 0.14681425466393053,1 15,2 -1}
{0 0.2449963135930724,1 35,2 -1}
{0 0.1845753791681804,1 29,2 -1}
{0 0.13579122693456672,1 7,2 -1}
{0 0.09507304162222363,1 2,2 -1}
{0 0.17263000030045178,1 27,2 -1}
{0 0.27244622265837853,1 29,2 -1}
{0 0.2504368086034273,1 11,2 -1}
{0 0.25322445051574977,1 13,2 +1}
{0 0.021526542445480877,1 1,2 -1}
{0 0.10867737642815473,1 12,2 -1}
{0 0.2071149352767354,1 20,2 -1}
{0 0.1916159762773741,1 14,2 -1}
{0 0.1268287765268242,1 14,2 -1}
{0 0.2833990042114896,1 11,2 -1}
{0 0.14365392133744068,1 18,2 -1}
{0 0.18602817490687004,1 21,2 -1}
{0 0.11675422774993827,1 15,2 -1}
{0 0.14476226075276546,1 11,2 -1}
{0 0.28980095173388337,1 35,2 +1}
{0 0.2039016432600962,1 21,2 -1}
{0 0.2307357551150167,1 37,2 -1}
{0 0.16021443174331157,1 14,2 -1}
{0 0.295032392885835,1 32,2 -1}
{0 0.24829231366406046,1 19,2 -1}
{0 0.06347255615498569,1 3,2 -1}
{0 0.193319199629878,1 26,2 -1}
{0 0.24616934414562236,1 6,2 -1}
{0 0.2208538566228791,1 24,2 -1}
{0 0.22468626282825155,1 20,2 -1}
{0 0.15241289730010193,1 4,2 +1}
{0 0.040531052641848045,1 4,2 -1}
{0 0.1272085688065173,1 3,2 -1}
{0 0.1902537727733006,1 3,2 -1}
{0 0.15241289730010193,1 4,2 -1}
{0 0.11807415501170221,1 4,2 -1}
{0 0.05245622433412932,1 4,2 -1}
{0 0.12839829746636988,1 4,2 -1}
{0 0.19932317910802477,1 3,2 -1}
{0 0.1,1 2,2 -1}
{0 0.16163803884154193,1 4,2 -1}
{0 0.11561146751289911,1 8,2 +1}
{0 0.09542812941582039,1 11,2 -1}
{0 0.14285714285714282,1 9,2 -1}
{0 0.04469901562676742,1 2,2 -1}
{0 0.13718033659159046,1 10,2 -1}
{0 0.12916804261281478,1 8,2 -1}
{0 0.07948588753990432,1 3,2 -1}
{0 0.08919293517902138,1 9,2 -1}
{0 0.14062458131558458,1 9,2 -1}
{0 0.16871987617670167,1 9,2 -1}
{0 0.15219424645203442,1 10,2 -1}
{0 0.18204133597242375,1 56,2 -1}
{0 0.13181879106329347,1 8,2 -1}
{0 0.21816377902149914,1 42,2 -1}
{0 0.09246023331595417,1 25,2 -1}
{0 0.12817010245063262,1 34,2 -1}
{0 0.23934519822403696,1 51,2 -1}
{0 0.08010676181089256,1 3,2 -1}
{0 0.15127789972101138,1 32,2 -1}
{0 0.3294247753446717,1 25,2 -1}
{0 0.1904988464686866,1 36,2 -1}
{0 0.41771493363818885,1 32,2 +1}
{0 0.32790032305954275,1 30,2 -1}
{0 0.190032683261121,1 19,2 -1}
{0 0.19131661536203529,1 23,2 -1}
{0 0.0697055481934887,1 16,2 -1}
{0 0.28164241480717706,1 42,2 -1}
{0 0.08516277107469869,1 24,2 -1}
{0 0.11916913072948396,1 28,2 -1}
{0 0.23504474347443036,1 35,2 -1}
{0 0.29282096253413004,1 23,2 -1}
{0 0.17512067398128892,1 19,2 -1}
{0 0.20142618714909527,1 13,2 +1}
{0 0.14419480520760583,1 21,2 -1}
{0 0.16609021540401203,1 20,2 -1}
{0 0.1540669390912412,1 13,2 -1}
{0 0.1246714388728519,1 4,2 -1}
{0 0.2537704399103485,1 11,2 -1}
{0 0.1448469864400356,1 9,2 -1}
{0 0.1947369474618001,1 17,2 -1}
{0 0.19675278819673625,1 19,2 -1}
{0 0.17293526523469235,1 20,2 -1}
{0 0.14186895474208122,1 19,2 -1}
{0 0.0,1 0,2 -1}
{0 0.008792249355666623,1 1,2 -1}
{0 0.01874471185189703,1 4,2 -1}
{0 0.03681986452063724,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.013483784068593236,1 3,2 -1}
{0 0.003612049003932083,1 2,2 -1}
{0 0.010625478710736033,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.017172665321402193,1 3,2 -1}
{0 0.15331034998544327,1 23,2 +1}
{0 0.1322290230801147,1 9,2 -1}
{0 0.14849080684483523,1 14,2 -1}
{0 0.13312990855461518,1 23,2 -1}
{0 0.16563469996583807,1 18,2 -1}
{0 0.09169261463277323,1 11,2 -1}
{0 0.15122433355315104,1 18,2 -1}
{0 0.1709222091978264,1 22,2 -1}
{0 0.0215365246126974,1 1,2 -1}
{0 0.10440272969710661,1 25,2 -1}
{0 0.15479231457542966,1 23,2 -1}
{0 0.19613673449070534,1 5,2 +1}
{0 0.25485611163917876,1 6,2 -1}
{0 0.12689420401246665,1 4,2 -1}
{0 0.16354663015061796,1 5,2 -1}
{0 0.21253275081777437,1 5,2 -1}
{0 0.20321662977752175,1 5,2 -1}
{0 0.039283710065919304,1 1,2 -1}
{0 0.20348036394090135,1 5,2 -1}
{0 0.07566499084579774,1 4,2 -1}
{0 0.1960869061561736,1 5,2 -1}
{0 0.12996155425152825,1 3,2 -1}
{0 0.196505744781154,1 72,2 +1}
{0 0.09965694787639517,1 6,2 -1}
{0 0.07779287337350468,1 4,2 -1}
{0 0.21453544658101004,1 49,2 -1}
{0 0.10041979814694225,1 20,2 -1}
{0 0.19969961556501625,1 41,2 -1}
{0 0.08452044266426445,1 4,2 -1}
{0 0.12880096197573623,1 32,2 -1}
{0 0.16243961013458177,1 51,2 -1}
{0 0.1663989196282829,1 33,2 -1}
{0 0.1554421408940896,1 30,2 -1}
{0 0.21945093393781417,1 22,2 +1}
{0 0.17523086544341365,1 28,2 -1}
{0 0.06929278813245618,1 13,2 -1}
{0 0.12150474106547506,1 21,2 -1}
{0 0.19732692990868517,1 28,2 -1}
{0 0.17078719347417498,1 16,2 -1}
{0 0.08855245060495577,1 21,2 -1}
{0 0.18243143399402303,1 17,2 -1}
{0 0.17225738172845756,1 23,2 -1}
{0 0.1699881198845116,1 24,2 -1}
{0 0.2183571390596333,1 20,2 -1}
{0 0.06930520620576447,1 5,2 +1}
{0 0.05481381009214731,1 3,2 -1}
{0 0.059708143402653215,1 2,2 -1}
{0 0.08640167356272603,1 6,2 -1}
{0 0.08607346211694979,1 7,2 -1}
