@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.18433440201892612,1 36,2 -1}
{0 0.1280360551810379,1 9,2 +1}
{0 0.08186889324030643,1 5,2 -1}
{0 0.1856687374360998,1 7,2 +1}
{0 0.08356349024289834,1 4,2 -1}
{0 0.002473903947728035,1 1,2 +1}
{0 0.003468218232134014,1 1,2 -1}
{0 0.27332157015463965,1 16,2 +1}
{0 0.3060390371523545,1 30,2 -1}
{0 0.2356128816719032,1 36,2 +1}
{0 0.19945140289275354,1 17,2 -1}
{0 0.2009745624358972,1 40,2 -1}
{0 0.08122479038345394,1 4,2 +1}
{0 0.0,1 0,2 -1}
{0 0.02039240568412038,1 3,2 +1}
{0 0.017924054566105574,1 3,2 -1}
{0 0.03542771444532758,1 2,2 +1}
{0 0.12839174703413,1 3,2 -1}
{0 0.05263157894736841,1 1,2 +1}
{0 0.1105796288640884,1 9,2 -1}
{0 0.3714413104147732,1 33,2 +1}
{0 0.2446196197840672,1 55,2 -1}
{0 0.2525785400287806,1 17,2 +1}
{0 0.1851212632493784,1 17,2 -1}
{0 0.1643120625937063,1 8,2 +1}
{0 0.09895232015820267,1 11,2 -1}
{0 0.22991770369788933,1 38,2 +1}
{0 0.202453163000382,1 21,2 -1}
{0 0.19385369010508688,1 90,2 +1}
{0 0.09582771701346172,1 23,2 -1}
{0 0.18875831361919473,1 5,2 +1}
{0 0.09243423333081695,1 3,2 -1}
{0 0.36852046271090566,1 27,2 +1}
{0 0.262529669314161,1 15,2 -1}
{0 0.23075788348351736,1 28,2 +1}
{0 0.2518853787715655,1 23,2 -1}
{0 0.102127225557562,1 6,2 +1}
{0 0.045643546458763846,1 2,2 -1}
{0 0.01879523790043047,1 4,2 +1}
{0 0.015825996277831367,1 2,2 -1}
{0 0.026726124191242435,1 1,2 +1}
{0 0.08972006153026083,1 5,2 -1}
{0 0.3336145509069845,1 62,2 +1}
{0 0.15037483202070068,1 8,2 -1}
{0 0.16524138290660398,1 38,2 +1}
{0 0.15888146114193283,1 32,2 -1}
{0 0.11742245095480768,1 3,2 +1}
{0 0.09536787735784717,1 4,2 -1}
{0 0.30067382720374425,1 31,2 +1}
{0 0.01810121535639991,1 1,2 -1}
{0 0.24541959177874204,1 37,2 +1}
{0 0.19795103357033678,1 22,2 -1}
{0 0.14617975243857614,1 12,2 +1}
{0 0.1381221072364266,1 12,2 -1}
{0 0.24504682122767985,1 24,2 +1}
{0 0.11780355065252579,1 10,2 -1}
{0 0.33007597549542533,1 90,2 +1}
{0 0.2898845196829869,1 75,2 -1}
{0 0.1905156630549358,1 13,2 +1}
{0 0.1343313655561455,1 19,2 -1}
{0 0.023931938620591276,1 1,2 -1}
{0 0.14746935144974105,1 20,2 +1}
{0 0.05564451674457987,1 3,2 -1}
{0 0.20761680664116242,1 21,2 +1}
{0 0.09589953458362871,1 24,2 -1}
{0 0.3450845412897598,1 36,2 +1}
{0 0.26590687877549557,1 38,2 -1}
{0 0.10816748141362141,1 23,2 +1}
{0 0.146292831403933,1 16,2 -1}
{0 0.33852270196520173,1 58,2 +1}
{0 0.04444235612613992,1 6,2 -1}
{0 0.21978429946126035,1 18,2 +1}
{0 0.11789072857943214,1 19,2 -1}
{0 0.251453743290097,1 46,2 +1}
{0 0.2081809104918242,1 39,2 -1}
{0 0.0397778642087865,1 1,2 +1}
{0 0.042333375666730164,1 2,2 -1}
{0 0.24134970128373784,1 80,2 +1}
{0 0.19997863655432047,1 17,2 -1}
{0 0.2095832567883972,1 49,2 +1}
{0 0.11027846799720971,1 22,2 -1}
{0 0.23617384169290628,1 95,2 +1}
{0 0.14866964500365895,1 42,2 -1}
{0 0.13661593504791866,1 8,2 +1}
{0 0.044905090724026965,1 7,2 -1}
{0 0.19769134624393056,1 55,2 +1}
{0 0.13749460654294615,1 15,2 -1}
{0 0.2909752143031724,1 59,2 +1}
{0 0.2664828711383333,1 34,2 -1}
{0 0.2526749683215889,1 11,2 +1}
{0 0.2374544486550569,1 20,2 -1}
{0 0.0,1 0,2 +1}
{0 0.03224065929158736,1 2,2 -1}
{0 0.05530350894199025,1 3,2 +1}
{0 0.012751759173334426,1 2,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 0.07711190317818452,1 7,2 -1}
{0 0.15822199327484385,1 10,2 +1}
{0 0.13900239608124113,1 5,2 -1}
{0 0.14021472013211236,1 13,2 +1}
{0 0.15717169865262318,1 20,2 -1}
{0 0.15012540355806497,1 25,2 +1}
{0 0.10102423570282819,1 13,2 -1}
{0 0.24413691919210737,1 35,2 +1}
{0 0.2220248319302424,1 26,2 -1}
{0 0.2357531931810453,1 13,2 +1}
{0 0.20499821349166336,1 8,2 -1}
{0 0.05165509767947296,1 7,2 +1}
{0 0.05342883692867955,1 8,2 -1}
{0 0.29862193099681167,1 12,2 +1}
{0 0.2676737034522074,1 14,2 -1}
{0 0.06490923813159057,1 6,2 -1}
{0 0.25157463361823695,1 12,2 +1}
{0 0.07224259262577373,1 22,2 -1}
{0 0.20778424432922898,1 13,2 +1}
{0 0.022367670764624703,1 4,2 -1}
{0 0.18472472154212374,1 7,2 +1}
{0 0.18264993524571965,1 7,2 -1}
{0 0.313884347470979,1 6,2 +1}
{0 0.33477632377372457,1 7,2 -1}
{0 0.21225834411386618,1 52,2 +1}
{0 0.1898698284129059,1 56,2 -1}
{0 0.06714205863893531,1 2,2 +1}
{0 0.0352729745957665,1 3,2 -1}
{0 0.1960879492677335,1 9,2 +1}
{0 0.11448448236702916,1 5,2 -1}
{0 0.24900379613286228,1 42,2 +1}
{0 0.20412432002311048,1 20,2 -1}
{0 0.25029222295951375,1 68,2 +1}
{0 0.09377925970475688,1 3,2 -1}
{0 0.27831593901579604,1 8,2 +1}
{0 0.157412538210125,1 12,2 -1}
{0 0.3245468558231415,1 43,2 +1}
{0 0.2234162120353738,1 24,2 -1}
{0 0.2213446302067756,1 16,2 +1}
{0 0.1820316645724492,1 20,2 -1}
{0 0.1407465111763875,1 7,2 +1}
{0 0.08321912463460181,1 8,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 3.429943052857273E-4,1 1,2 -1}
{0 0.3023626404624858,1 33,2 +1}
{0 0.03744714947640791,1 18,2 -1}
{0 0.23114523836974188,1 4,2 +1}
{0 0.08683632885374387,1 4,2 -1}
{0 0.20306251231937042,1 36,2 +1}
{0 0.2383471692647688,1 13,2 -1}
{0 0.23125523699010045,1 37,2 +1}
{0 0.25138950952869554,1 35,2 -1}
{0 0.2706692066370548,1 34,2 +1}
{0 0.15333691202548846,1 26,2 -1}
{0 0.28125538695863833,1 20,2 +1}
{0 0.1842456401719456,1 18,2 -1}
{0 0.12023512110912192,1 6,2 +1}
{0 0.07324232719878587,1 7,2 -1}
{0 0.1734877103670325,1 8,2 +1}
{0 0.04547378850405187,1 6,2 -1}
{0 0.08944271909999157,1 5,2 +1}
{0 0.05345224838248487,1 1,2 -1}
{0 0.06410607647560324,1 2,2 +1}
{0 0.13303780777511057,1 2,2 -1}
{0 0.0,1 0,2 +1}
{0 0.009271189761900517,1 1,2 -1}
{0 0.16149572839159348,1 15,2 +1}
{0 0.2346886684873249,1 12,2 -1}
{0 0.047619047619047616,1 1,2 +1}
{0 0.015508070173307846,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.04212419672262978,1 1,2 -1}
{0 0.2362023140360697,1 41,2 +1}
{0 0.067387113353781,1 6,2 -1}
{0 0.09858140809759891,1 8,2 +1}
{0 0.05690336057461189,1 3,2 -1}
{0 0.22199544547101366,1 37,2 +1}
{0 0.23928389455601118,1 31,2 -1}
{0 0.20060553814714,1 31,2 +1}
{0 0.03801257447850153,1 6,2 -1}
{0 0.12862393885688161,1 1,2 +1}
{0 0.020922126186296297,1 5,2 -1}
{0 0.02802986516038419,1 2,2 -1}
{0 0.04382364814309452,1 4,2 +1}
{0 0.09370331273847966,1 8,2 -1}
{0 0.3609748995838068,1 22,2 +1}
{0 0.06682696519229722,1 3,2 -1}
{0 0.21997067253202995,1 4,2 +1}
{0 0.10373979834081697,1 5,2 -1}
{0 0.2564158359346101,1 31,2 +1}
{0 0.240127172179671,1 40,2 -1}
{0 0.21853508434659227,1 53,2 +1}
{0 0.08053114155637452,1 4,2 -1}
{0 0.24607492756094057,1 97,2 +1}
{0 0.1727808405678284,1 27,2 -1}
{0 0.11287731091521737,1 14,2 +1}
{0 0.16324073314565576,1 19,2 -1}
{0 0.28873711031035915,1 43,2 +1}
{0 0.15643260426455724,1 27,2 -1}
{0 0.22701419571945436,1 36,2 +1}
{0 0.12446466563427948,1 3,2 -1}
{0 0.24202517803828377,1 37,2 +1}
{0 0.2235304164706736,1 35,2 -1}
{0 0.2685857063261792,1 18,2 +1}
{0 0.2616162235001714,1 16,2 -1}
{0 0.2871909099804358,1 21,2 +1}
{0 0.23792026358526633,1 20,2 -1}
{0 0.05097299465232466,1 4,2 +1}
{0 0.061949328472919014,1 3,2 -1}
{0 0.28155711262202987,1 45,2 +1}
{0 0.21132626153488276,1 34,2 -1}
{0 0.10192943828752511,1 3,2 +1}
{0 0.1344669704710584,1 7,2 -1}
{0 0.052450482332242795,1 5,2 +1}
{0 0.0312998022622285,1 5,2 -1}
{0 0.12956138091682382,1 6,2 +1}
{0 0.0982946374365981,1 4,2 -1}
{0 0.09176852946253673,1 8,2 +1}
{0 0.11012242630388996,1 7,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.1889779550954309,1 104,2 +1}
{0 0.07786378336891057,1 8,2 -1}
{0 0.1694439650847813,1 21,2 +1}
{0 0.08281391985957592,1 8,2 -1}
{0 0.18807182661620708,1 7,2 +1}
{0 0.054309340662972654,1 5,2 -1}
{0 0.27207060613246004,1 7,2 +1}
{0 0.02116668783336509,1 1,2 -1}
{0 0.20291603506547448,1 14,2 +1}
{0 0.12479976689414982,1 7,2 -1}
{0 0.02817180849095055,1 1,2 -1}
{0 0.2255921050605212,1 70,2 +1}
{0 0.1932375608278354,1 30,2 -1}
{0 0.3384126824056222,1 9,2 +1}
{0 0.05895481581554711,1 4,2 -1}
{0 0.3310454043728565,1 5,2 +1}
{0 0.13306474931407253,1 7,2 -1}
{0 0.17941404518774218,1 14,2 +1}
{0 0.2358719931331115,1 23,2 -1}
{0 0.05830879009313216,1 2,2 -1}
{0 0.0021423494880365673,1 1,2 +1}
{0 0.0019108760906355869,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.15134723411289844,1 4,2 -1}
{0 0.061108036998757054,1 14,2 +1}
{0 0.052823893210679554,1 11,2 -1}
{0 0.05413319619607667,1 2,2 +1}
{0 0.047847524776851835,1 5,2 -1}
{0 0.0,1 0,2 +1}
{0 0.06205867640948545,1 3,2 -1}
{0 0.30316612822862443,1 9,2 +1}
{0 0.21333544036043336,1 2,2 -1}
{0 0.1302392827876679,1 11,2 +1}
{0 0.17305932892208453,1 3,2 -1}
{0 0.33837176388019047,1 154,2 +1}
{0 0.24519144462754303,1 103,2 -1}
{0 0.254925598414274,1 8,2 +1}
{0 0.3357421048818318,1 5,2 -1}
{0 0.1938163224276486,1 5,2 +1}
{0 0.16681086317759472,1 8,2 -1}
{0 0.3500750448431773,1 15,2 +1}
{0 0.20163413408165745,1 16,2 -1}
{0 0.30245395291245847,1 39,2 +1}
{0 0.07386346324634725,1 4,2 -1}
{0 0.20050155163557404,1 6,2 +1}
{0 0.11728776433417584,1 5,2 -1}
{0 0.2114812383375954,1 6,2 +1}
{0 0.20002544047312848,1 7,2 -1}
{0 0.18816042611100398,1 12,2 +1}
{0 0.14016420787471462,1 16,2 -1}
{0 0.18430460803948145,1 35,2 +1}
{0 0.12116894804288796,1 14,2 -1}
{0 0.1964603160173992,1 83,2 +1}
{0 0.17180309760863488,1 40,2 -1}
{0 0.056269235936955465,1 2,2 +1}
{0 0.15482774688560758,1 3,2 -1}
{0 0.08567564047494566,1 16,2 +1}
{0 0.22519668035615917,1 25,2 -1}
{0 0.13915361308656546,1 15,2 +1}
{0 0.018907088426330234,1 3,2 -1}
{0 0.13331550740251105,1 14,2 +1}
{0 0.015132035602089965,1 2,2 -1}
{0 0.1351498619575211,1 5,2 +1}
{0 0.17839315794797805,1 9,2 -1}
{0 0.06115911894796852,1 7,2 +1}
{0 0.07434635769419584,1 7,2 -1}
{0 0.30501998778755457,1 58,2 +1}
{0 0.3072354108415304,1 47,2 -1}
{0 0.13719102888626,1 15,2 +1}
{0 0.09602987292745817,1 3,2 -1}
{0 0.24000450156161185,1 147,2 +1}
{0 0.1031963878514071,1 28,2 -1}
{0 0.17395251308442441,1 15,2 +1}
{0 0.09674765587667249,1 6,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2014456131730667,1 8,2 +1}
{0 0.1894926968966636,1 13,2 -1}
{0 0.23393362753768748,1 58,2 +1}
{0 0.19365749543730396,1 32,2 -1}
{0 0.3328856912448818,1 2,2 +1}
{0 0.20483662259967564,1 2,2 -1}
{0 0.10811249552346706,1 3,2 +1}
{0 0.11861553330601465,1 3,2 -1}
{0 0.20340329845914973,1 24,2 +1}
{0 0.13960635290154313,1 4,2 -1}
{0 0.16274669424134697,1 3,2 +1}
{0 0.10777693820257299,1 2,2 -1}
{0 0.3479656594914848,1 26,2 +1}
{0 0.08734540578796329,1 6,2 -1}
{0 0.19175613011781972,1 54,2 +1}
{0 0.1901308823772752,1 29,2 -1}
{0 0.2429890621751854,1 82,2 +1}
{0 0.2735461802823166,1 47,2 -1}
{0 0.11842653422855902,1 9,2 +1}
{0 0.1221968873252843,1 12,2 -1}
{0 0.11939395556868196,1 5,2 -1}
{0 0.3996377413866721,1 21,2 +1}
{0 0.02020483270088946,1 5,2 -1}
{0 0.11353134489128947,1 6,2 +1}
{0 0.058066715953613034,1 10,2 -1}
{0 0.212677432781913,1 38,2 +1}
{0 0.19356851540410447,1 52,2 -1}
{0 0.14856821775916826,1 10,2 +1}
{0 0.14286314448326395,1 10,2 -1}
{0 0.33750768441004475,1 56,2 +1}
{0 0.25792228713779664,1 30,2 -1}
{0 0.10570395860248355,1 20,2 +1}
{0 0.12877212784130648,1 20,2 -1}
{0 0.1590071119498315,1 25,2 +1}
{0 0.10804285990079368,1 18,2 -1}
{0 0.1652797992346998,1 19,2 +1}
{0 0.17208655377889537,1 19,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.12297509238026913,1 1,2 +1}
{0 0.06152594364572019,1 3,2 -1}
{0 0.2539494201082457,1 9,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2561302649269807,1 11,2 +1}
{0 0.11183890025435726,1 5,2 -1}
{0 0.25648884853912707,1 4,2 +1}
{0 0.0,1 0,2 -1}
{0 0.27077983853711973,1 10,2 +1}
{0 0.18390368837962282,1 7,2 -1}
{0 0.22790017967274287,1 30,2 +1}
{0 0.08311165866709465,1 14,2 -1}
{0 0.15205260663117334,1 5,2 +1}
{0 0.08612363356437983,1 5,2 -1}
{0 0.16563769141053192,1 20,2 +1}
{0 0.09356650048231312,1 9,2 -1}
{0 0.24916750285842773,1 140,2 +1}
{0 0.27613109616115716,1 53,2 -1}
{0 0.29266842153296496,1 8,2 +1}
{0 0.2682100640011978,1 8,2 -1}
{0 0.25733595064732917,1 69,2 +1}
{0 0.15902756317509908,1 34,2 -1}
{0 0.06138755988450513,1 8,2 +1}
{0 0.09231677606154336,1 13,2 -1}
{0 0.0,1 0,2 +1}
{0 0.015640281177246362,1 1,2 -1}
{0 0.28992696106825033,1 31,2 +1}
{0 0.19010351764290337,1 22,2 -1}
{0 0.3017332310779833,1 48,2 +1}
{0 0.2283959420603252,1 37,2 -1}
{0 0.12806957530205085,1 2,2 +1}
{0 0.09890707100936805,1 2,2 -1}
{0 0.04434600701584929,1 2,2 +1}
{0 0.018781205660633706,1 1,2 -1}
{0 0.24825426853097268,1 66,2 +1}
{0 0.20668545862386517,1 39,2 -1}
{0 0.25665928825997203,1 30,2 +1}
{0 0.24648915634091972,1 6,2 -1}
{0 0.21991788951596306,1 18,2 +1}
{0 0.19693112930256929,1 12,2 -1}
{0 0.12930774555389618,1 18,2 +1}
{0 0.1534741328417247,1 17,2 -1}
{0 0.12745175224728944,1 5,2 +1}
{0 0.06470154480826261,1 2,2 -1}
{0 0.2009770806662099,1 53,2 +1}
{0 0.19904393884427588,1 46,2 -1}
{0 0.23006137386047373,1 30,2 +1}
{0 0.20838198153076282,1 52,2 -1}
{0 0.25,1 4,2 +1}
{0 0.07138102053847332,1 4,2 -1}
{0 0.08388912969065253,1 10,2 +1}
{0 0.1800023119711482,1 7,2 -1}
{0 0.2021963173475358,1 37,2 +1}
{0 0.0978892397306639,1 6,2 -1}
{0 0.4437167602073436,1 169,2 +1}
{0 0.05735980142844187,1 4,2 -1}
{0 0.10858685772760271,1 3,2 +1}
{0 0.07410890132352946,1 7,2 -1}
{0 0.2083370566505923,1 27,2 +1}
{0 0.163215737967897,1 21,2 -1}
{0 0.03131121455425748,1 2,2 +1}
{0 0.10018433195367271,1 5,2 -1}
{0 0.2020780086244556,1 22,2 +1}
{0 0.1034346103613977,1 20,2 -1}
{0 0.16094260227191462,1 70,2 +1}
{0 0.10281048172718851,1 25,2 -1}
{0 0.22880021209609494,1 40,2 +1}
{0 0.07989075128377987,1 10,2 -1}
{0 0.2159943312027148,1 22,2 +1}
{0 0.0753521522878905,1 3,2 -1}
{0 0.2627291008788496,1 30,2 +1}
{0 0.18688599630131883,1 9,2 -1}
{0 0.0303977044520364,1 2,2 +1}
{0 0.049629166698546515,1 1,2 -1}
{0 0.12981130226966278,1 4,2 -1}
{0 0.32149900075343446,1 138,2 +1}
{0 0.1943643569125734,1 63,2 -1}
{0 0.25805610235057624,1 47,2 +1}
{0 0.22892755452958458,1 40,2 -1}
{0 0.4261525874394261,1 7,2 +1}
{0 0.07142857142857142,1 1,2 -1}
{0 0.2026716093621165,1 31,2 +1}
{0 0.20202608460302374,1 39,2 -1}
{0 0.13180499207950877,1 25,2 +1}
{0 0.1013212575056141,1 4,2 -1}
{0 0.13537750779528723,1 31,2 +1}
{0 0.20029250306308977,1 27,2 -1}
{0 0.0626645686409423,1 5,2 +1}
{0 0.1118062164666274,1 8,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.30450843674981976,1 54,2 +1}
{0 0.2091176695411231,1 69,2 -1}
{0 0.19064327485380114,1 21,2 +1}
{0 0.0956369274774592,1 16,2 -1}
{0 0.3674974160148545,1 38,2 +1}
{0 0.13854734575827746,1 23,2 -1}
{0 0.08824022432608969,1 32,2 +1}
{0 0.06528171015201821,1 15,2 -1}
{0 0.15212472690937748,1 53,2 +1}
{0 0.138705347673651,1 26,2 -1}
{0 0.0,1 0,2 +1}
{0 0.06350006350009525,1 1,2 -1}
{0 0.117368144660677,1 12,2 +1}
{0 0.026020147394144395,1 1,2 -1}
{0 0.09230743290726558,1 9,2 -1}
{0 0.14122831777711348,1 5,2 +1}
{0 0.11486146460105282,1 5,2 -1}
{0 0.2301991582111203,1 27,2 +1}
{0 0.1559035297242756,1 20,2 -1}
{0 0.2998336452393729,1 49,2 +1}
{0 0.2528763941401836,1 46,2 -1}
{0 0.3203689965625209,1 9,2 +1}
{0 0.2588844147230659,1 10,2 -1}
{0 0.2369488763117836,1 14,2 +1}
{0 0.27918743760659526,1 15,2 -1}
{0 0.09776474334756886,1 4,2 +1}
{0 0.16456060291290175,1 7,2 -1}
{0 0.247849324453416,1 11,2 +1}
{0 0.06923076923076923,1 5,2 -1}
{0 0.06774141827707826,1 5,2 +1}
{0 0.0,1 0,2 -1}
{0 0.11058146711617285,1 2,2 +1}
{0 0.08979068291164663,1 3,2 -1}
{0 0.1562042725826381,1 36,2 +1}
{0 0.11369173773541551,1 2,2 -1}
{0 0.03217447260438935,1 1,2 +1}
{0 0.01132761223619001,1 1,2 -1}
{0 0.15116061285199378,1 13,2 +1}
{0 0.15935129807934278,1 15,2 -1}
{0 0.09679627038923629,1 18,2 +1}
{0 0.0357526126282454,1 5,2 -1}
{0 0.18068832090632192,1 15,2 +1}
{0 0.09737646239930625,1 12,2 -1}
{0 0.2802927926058336,1 2,2 +1}
{0 0.03496761425772592,1 2,2 -1}
{0 0.07301115881907741,1 26,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2285602340585989,1 5,2 +1}
{0 0.040548230085968306,1 5,2 -1}
{0 0.24174729597856973,1 40,2 +1}
{0 0.19703770195176387,1 34,2 -1}
{0 0.09806671795212966,1 13,2 +1}
{0 0.02817180849095055,1 1,2 -1}
{0 0.377030708771024,1 13,2 +1}
{0 0.30175284349079223,1 6,2 -1}
{0 0.02997284940227421,1 4,2 +1}
{0 0.03362518797466652,1 1,2 -1}
{0 0.2581494943046988,1 94,2 +1}
{0 0.14966033327761502,1 51,2 -1}
{0 0.2266159364442925,1 50,2 +1}
{0 0.20564741652754806,1 22,2 -1}
{0 0.04034403306603079,1 4,2 +1}
{0 0.02294629144847101,1 2,2 -1}
{0 0.21001263609879847,1 3,2 +1}
{0 0.2092646709967304,1 3,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.21168842764318788,1 22,2 +1}
{0 0.1381793650992069,1 4,2 -1}
{0 0.26667934747235983,1 13,2 +1}
{0 0.18420853307288287,1 13,2 -1}
{0 0.2577530061091259,1 50,2 +1}
{0 0.1066810697856549,1 21,2 -1}
{0 0.06201736729460422,1 2,2 +1}
{0 0.11301360920940967,1 9,2 -1}
{0 0.15538300358280627,1 2,2 +1}
{0 0.09117173682566349,1 5,2 -1}
{0 0.08891084489487741,1 2,2 +1}
{0 0.04396315486916882,1 3,2 -1}
{0 0.19640049978574822,1 14,2 +1}
{0 0.20410008634054344,1 19,2 -1}
{0 0.13683108074323355,1 20,2 +1}
{0 0.10427628104433148,1 7,2 -1}
{0 0.2682204077643346,1 85,2 +1}
{0 0.12995110317555994,1 2,2 -1}
{0 0.2319790625883394,1 67,2 +1}
{0 0.11793660316277785,1 21,2 -1}
{0 0.06332976975288758,1 3,2 -1}
{0 0.13180452531126585,1 19,2 +1}
{0 0.14592902161619759,1 29,2 -1}
{0 0.1722279499994077,1 37,2 +1}
{0 0.19985406689745672,1 11,2 -1}
{0 0.18828503489937745,1 94,2 +1}
{0 0.17624566071611358,1 21,2 -1}
{0 0.2884019361956819,1 39,2 +1}
{0 0.34558935506047467,1 26,2 -1}
{0 0.2308808806635803,1 17,2 +1}
{0 0.028745720940339274,1 3,2 -1}
{0 0.16659506599006177,1 16,2 +1}
{0 0.10866239062352807,1 22,2 -1}
{0 0.08333333333333334,1 4,2 +1}
{0 0.1294997541905147,1 5,2 -1}
{0 0.16753091344956947,1 9,2 +1}
{0 0.14402887321484384,1 6,2 -1}
{0 0.07550993175197035,1 8,2 +1}
{0 0.04331679174266444,1 13,2 -1}
{0 0.04770650232563334,1 5,2 +1}
{0 0.05558301073665107,1 4,2 -1}
{0 0.1621279731679473,1 19,2 +1}
{0 0.11776049013214834,1 18,2 -1}
{0 0.11607620001760188,1 3,2 +1}
{0 0.18458375304021044,1 10,2 -1}
{0 0.15811388300841897,1 1,2 +1}
{0 0.1061997068074251,1 1,2 -1}
{0 0.2344124664504134,1 22,2 +1}
{0 0.17977236116801623,1 19,2 -1}
{0 0.1445998495411829,1 10,2 +1}
{0 0.06476122838255005,1 2,2 -1}
{0 0.03644471480623968,1 2,2 +1}
{0 0.13405372688341016,1 3,2 -1}
{0 0.18131172556228092,1 33,2 +1}
{0 0.10831199529762336,1 21,2 -1}
{0 0.1503062731974789,1 7,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 0.07147882158000955,1 2,2 -1}
{0 0.2588213699706318,1 187,2 +1}
{0 0.14194856753720234,1 64,2 -1}
{0 0.22034772182280699,1 16,2 +1}
{0 0.15604814688466423,1 21,2 -1}
{0 0.2667921002978557,1 27,2 +1}
{0 0.20901590354998162,1 17,2 -1}
{0 0.20971498728209453,1 18,2 +1}
{0 0.0,1 0,2 -1}
{0 0.10607222396811031,1 4,2 +1}
{0 0.0851865498403206,1 4,2 -1}
{0 0.2135807011059239,1 12,2 +1}
{0 0.13633380743477083,1 11,2 -1}
{0 0.05317757389633507,1 2,2 +1}
{0 0.03221872386326009,1 5,2 -1}
{0 0.24873754710885906,1 68,2 +1}
{0 0.1929197784275416,1 14,2 -1}
{0 0.06252180968067218,1 7,2 +1}
{0 0.06659094771474484,1 15,2 -1}
{0 0.13292773751685036,1 26,2 +1}
{0 0.023530242590848502,1 5,2 -1}
{0 0.2873172284464308,1 55,2 +1}
{0 0.07310054064189032,1 10,2 -1}
{0 0.17458583065398997,1 58,2 +1}
{0 0.21807696052511058,1 44,2 -1}
{0 0.17784505791423258,1 18,2 +1}
{0 0.12521980673998823,1 4,2 -1}
{0 0.21443708290018354,1 39,2 +1}
{0 0.21574425031691635,1 32,2 -1}
{0 0.13069628920633847,1 8,2 +1}
{0 0.06762858896502455,1 7,2 -1}
{0 0.12581986604800366,1 12,2 +1}
{0 0.1638221033283843,1 17,2 -1}
{0 0.28079959269206517,1 25,2 +1}
{0 0.2430658277049854,1 17,2 -1}
{0 0.18927061330856335,1 25,2 +1}
{0 0.0626741728231073,1 18,2 -1}
{0 0.22694399476567922,1 15,2 -1}
{0 0.23023278642595052,1 43,2 +1}
{0 0.2822583902977466,1 7,2 -1}
{0 0.24572672646643465,1 11,2 +1}
{0 0.14435125743225863,1 27,2 -1}
{0 0.26338582206321903,1 97,2 +1}
{0 0.22040335835004182,1 32,2 -1}
{0 0.0029676857074823443,1 1,2 +1}
{0 0.047016543918548113,1 2,2 -1}
{0 0.21837475837881745,1 42,2 +1}
{0 0.02287039591887569,1 6,2 -1}
{0 0.16857129787538105,1 8,2 +1}
{0 0.13271727172862696,1 7,2 -1}
{0 0.14229544346376477,1 16,2 +1}
{0 0.11857700424399983,1 17,2 -1}
{0 0.2279684055869653,1 107,2 +1}
{0 0.011915708814573524,1 2,2 -1}
{0 0.14261822293275705,1 8,2 +1}
{0 0.10643623127803487,1 4,2 -1}
{0 0.28190649242106797,1 50,2 +1}
{0 0.20060821990379676,1 58,2 -1}
{0 0.1980781787549478,1 20,2 +1}
{0 0.2898434162854053,1 20,2 -1}
{0 0.008039977681052937,1 2,2 +1}
{0 0.018106322514897057,1 7,2 -1}
{0 0.2631704118895705,1 63,2 +1}
{0 0.2857676556413864,1 38,2 -1}
{0 0.22599178204228643,1 55,2 +1}
{0 0.23775626708674902,1 18,2 -1}
{0 0.2814167667038504,1 29,2 +1}
{0 0.26627234844231285,1 26,2 -1}
{0 0.18995609931089139,1 16,2 +1}
{0 0.1300214209713218,1 14,2 -1}
{0 0.06023699868284239,1 4,2 -1}
{0 0.031782086308186415,1 3,2 -1}
{0 0.05404788568278931,1 5,2 +1}
{0 0.08317893808139783,1 8,2 -1}
{0 0.20694357114892672,1 13,2 +1}
{0 0.18181197755405132,1 15,2 -1}
{0 0.0,1 0,2 +1}
{0 0.05773502691896257,1 2,2 -1}
{0 0.22581217217055471,1 23,2 +1}
{0 0.19240514347082258,1 14,2 -1}
{0 0.2084104165576851,1 16,2 +1}
{0 0.2848024733975512,1 18,2 -1}
{0 0.3358074048188891,1 20,2 +1}
{0 0.25841836323980977,1 13,2 -1}
