@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.13511167538821062,1 11,2 -1}
{0 0.21225829270446903,1 37,2 -1}
{0 0.030677155956992438,1 1,2 -1}
{0 0.22530824411158812,1 36,2 -1}
{0 0.21957605530532337,1 19,2 -1}
{0 0.2591307395389587,1 23,2 +1}
{0 0.26300163566313506,1 36,2 -1}
{0 0.19539340283461593,1 34,2 -1}
{0 0.25473306652005656,1 26,2 -1}
{0 0.2349920405525636,1 36,2 -1}
{0 0.21137644536391736,1 26,2 -1}
{0 0.1887501415813564,1 15,2 -1}
{0 0.18508601053716303,1 31,2 -1}
{0 0.2235502749760325,1 27,2 -1}
{0 0.22207110933811355,1 37,2 -1}
{0 0.12601927738311552,1 2,2 -1}
{0 0.2505974134216027,1 30,2 -1}
{0 0.2060669651674074,1 24,2 -1}
{0 0.26502081052021165,1 23,2 -1}
{0 0.16695959432262555,1 12,2 -1}
{0 0.20516510442140265,1 26,2 -1}
{0 0.026944054862654204,1 1,2 -1}
{0 0.1751852432394975,1 7,2 -1}
{0 0.1652644785605582,1 27,2 -1}
{0 0.1532083470778285,1 14,2 -1}
{0 0.2524804168109641,1 33,2 -1}
{0 0.1819164592942656,1 29,2 -1}
{0 0.27625365280074604,1 6,2 -1}
{0 0.21357121402856172,1 17,2 -1}
{0 0.13185212374472705,1 12,2 -1}
{0 0.1913795275954179,1 12,2 -1}
{0 0.19602998704040198,1 4,2 -1}
{0 0.20752895319875642,1 29,2 -1}
{0 0.21726759167599252,1 22,2 -1}
{0 0.15250529057116063,1 25,2 -1}
{0 0.1991556959026836,1 25,2 -1}
{0 0.22062832104855698,1 15,2 -1}
{0 0.2796140737221115,1 21,2 -1}
{0 0.19508017035513062,1 24,2 -1}
{0 0.22100361210375777,1 33,2 -1}
{0 0.1646775019232683,1 23,2 -1}
{0 0.25709005992096584,1 36,2 -1}
{0 0.09435029754385793,1 16,2 -1}
{0 0.2078525719321656,1 24,2 -1}
{0 0.16812699690070326,1 22,2 -1}
{0 0.13535395167388248,1 5,2 -1}
{0 0.23735926083156159,1 23,2 -1}
{0 0.14508255473462653,1 26,2 -1}
{0 0.19420398024644822,1 14,2 -1}
{0 0.25743669754093,1 28,2 -1}
{0 0.1800806303220191,1 13,2 -1}
{0 0.09320389052343438,1 6,2 -1}
{0 0.21869764840078543,1 34,2 -1}
{0 0.18263266244062068,1 22,2 -1}
{0 0.22880657802000792,1 20,2 -1}
{0 0.18841057760341523,1 15,2 -1}
{0 0.1581837343255687,1 18,2 -1}
{0 0.20148121424562468,1 18,2 -1}
{0 0.17064568079680997,1 5,2 -1}
{0 0.049169002954394164,1 3,2 -1}
{0 0.07185081296707788,1 4,2 -1}
{0 0.25717237311537544,1 21,2 -1}
{0 0.26657143062315347,1 32,2 -1}
{0 0.17474566711276118,1 15,2 -1}
{0 0.17029325004381937,1 36,2 -1}
{0 0.16897905596505372,1 51,2 -1}
{0 0.20570887994798445,1 31,2 -1}
{0 0.06682192160071447,1 3,2 -1}
{0 0.1880491737550874,1 39,2 -1}
{0 0.11347873009808108,1 21,2 -1}
{0 0.1992586491882099,1 48,2 -1}
{0 0.12294524361167533,1 6,2 -1}
{0 0.25962001871557194,1 53,2 -1}
{0 0.08907345600234272,1 4,2 -1}
{0 0.16333965624385952,1 18,2 -1}
{0 0.14091279802902915,1 24,2 -1}
{0 0.21890246148441533,1 59,2 -1}
{0 0.19026578276024278,1 27,2 -1}
{0 0.18179922886231772,1 46,2 -1}
{0 0.22731655220668523,1 59,2 -1}
{0 0.07519540949044887,1 1,2 -1}
{0 0.1373609843186043,1 11,2 -1}
{0 0.19301361329123037,1 73,2 -1}
{0 0.043663007336238714,1 3,2 -1}
{0 0.203975714855906,1 68,2 -1}
{0 0.2641107411537771,1 32,2 -1}
{0 0.23803830306412763,1 28,2 -1}
{0 0.2862674795375733,1 71,2 +1}
{0 0.1833656458133074,1 65,2 -1}
{0 0.19934753420422566,1 39,2 -1}
{0 0.22565030645349193,1 73,2 -1}
{0 0.17079249508847552,1 44,2 -1}
{0 0.17001172775791176,1 25,2 -1}
{0 0.16061548045085242,1 70,2 -1}
{0 0.23869774506119557,1 41,2 -1}
{0 0.23616399396779844,1 78,2 -1}
{0 0.04923720539000014,1 2,2 -1}
{0 0.24561552931663036,1 53,2 -1}
{0 0.2102791318364526,1 41,2 -1}
{0 0.24719430003358134,1 43,2 -1}
{0 0.21703482481501546,1 18,2 -1}
{0 0.18906179690160352,1 40,2 -1}
{0 0.030078163796179547,1 2,2 -1}
{0 0.14737713206025474,1 12,2 -1}
{0 0.1475081627541444,1 51,2 -1}
{0 0.15564719010744493,1 21,2 -1}
{0 0.23176906666617894,1 56,2 -1}
{0 0.19171071893487202,1 57,2 -1}
{0 0.15583897696323587,1 12,2 -1}
{0 0.2521947658981543,1 31,2 -1}
{0 0.1645841169096186,1 22,2 -1}
{0 0.21364062712880766,1 18,2 -1}
{0 0.14302235851380996,1 8,2 -1}
{0 0.2033541051700505,1 57,2 -1}
{0 0.23226182011576563,1 39,2 -1}
{0 0.20390509669921963,1 43,2 -1}
{0 0.20650069479674113,1 46,2 -1}
{0 0.18669313904937865,1 23,2 -1}
{0 0.28836385876755455,1 40,2 -1}
{0 0.13110358245049653,1 36,2 -1}
{0 0.18263240290781318,1 52,2 -1}
{0 0.14607456596040455,1 41,2 -1}
{0 0.2542630438126398,1 74,2 -1}
{0 0.1033541390379053,1 22,2 -1}
{0 0.20256142987330855,1 39,2 -1}
{0 0.162114157523153,1 36,2 -1}
{0 0.15264002355853876,1 8,2 -1}
{0 0.2278668576842258,1 40,2 -1}
{0 0.11073542368078797,1 47,2 -1}
{0 0.1625952132343771,1 22,2 -1}
{0 0.22348233331647147,1 54,2 -1}
{0 0.20915168172371357,1 22,2 -1}
{0 0.06632886962200783,1 5,2 -1}
{0 0.17786457927534335,1 64,2 -1}
{0 0.17321383787262348,1 45,2 -1}
{0 0.20272598857825674,1 31,2 -1}
{0 0.15177961104762228,1 23,2 -1}
{0 0.12032128613650717,1 38,2 -1}
{0 0.18746422599491128,1 32,2 -1}
{0 0.16167013040446507,1 6,2 -1}
{0 0.06566992849391168,1 7,2 -1}
{0 0.06767586854140398,1 5,2 -1}
{0 0.20618164454360235,1 33,2 -1}
{0 0.2100653823224865,1 48,2 -1}
{0 0.21360376391921906,1 22,2 -1}
{0 0.19194133939763175,1 19,2 -1}
{0 0.21385213890702298,1 23,2 -1}
{0 0.2582815883976139,1 18,2 -1}
{0 0.0890160432955262,1 2,2 -1}
{0 0.18877955002920552,1 20,2 -1}
{0 0.10164912939630061,1 14,2 -1}
{0 0.3324678941656027,1 24,2 -1}
{0 0.1753138798452345,1 6,2 -1}
{0 0.2741247541855888,1 22,2 -1}
{0 0.11148651790487943,1 3,2 -1}
{0 0.14392039225675007,1 11,2 -1}
{0 0.15257762217904366,1 12,2 -1}
{0 0.22113515762188637,1 29,2 -1}
{0 0.2292504898317654,1 15,2 -1}
{0 0.1655225841002563,1 22,2 -1}
{0 0.23027951900376364,1 33,2 -1}
{0 0.058561325000104546,1 2,2 -1}
{0 0.2418739916130099,1 10,2 -1}
{0 0.21084266814439173,1 33,2 -1}
{0 0.1050131274614503,1 2,2 -1}
{0 0.2418953556312343,1 30,2 -1}
{0 0.23159967530720027,1 17,2 -1}
{0 0.3249503450001405,1 15,2 -1}
{0 0.322790198750664,1 29,2 -1}
{0 0.25146082250824975,1 38,2 +1}
{0 0.29822759386185776,1 22,2 -1}
{0 0.2595041756416322,1 30,2 -1}
{0 0.28316055755065694,1 23,2 -1}
{0 0.18848744335624412,1 14,2 -1}
{0 0.144602587345767,1 34,2 -1}
{0 0.22807953022044428,1 21,2 -1}
{0 0.2662772902112217,1 33,2 -1}
{0 0.06162649151228737,1 2,2 -1}
{0 0.2580358676558466,1 24,2 -1}
{0 0.17505453319987754,1 23,2 -1}
{0 0.31984530940548006,1 20,2 -1}
{0 0.12891679293350297,1 9,2 -1}
{0 0.319790526936856,1 20,2 -1}
{0 0.007320165625013068,1 1,2 -1}
{0 0.21692043976337494,1 5,2 -1}
{0 0.17905694772670855,1 24,2 -1}
{0 0.22461554182405932,1 12,2 -1}
{0 0.24346576120907346,1 28,2 -1}
{0 0.19464004225440792,1 35,2 -1}
{0 0.30066820448214626,1 7,2 -1}
{0 0.2429925487614698,1 16,2 -1}
{0 0.12798083752536324,1 15,2 -1}
{0 0.26516952316641024,1 7,2 -1}
{0 0.20998656367149773,1 5,2 -1}
{0 0.1761888614030784,1 24,2 -1}
{0 0.2589622883673838,1 23,2 -1}
{0 0.13904361101443488,1 21,2 -1}
{0 0.20406517425416734,1 20,2 -1}
{0 0.26012114974184436,1 11,2 -1}
{0 0.3587368201837444,1 19,2 -1}
{0 0.12913643780689793,1 20,2 -1}
{0 0.3148057400616225,1 28,2 -1}
{0 0.14688099381586636,1 23,2 -1}
{0 0.3069918381198138,1 34,2 -1}
{0 0.062164118479598296,1 14,2 -1}
{0 0.2511127664117699,1 20,2 -1}
{0 0.20336428191882064,1 21,2 -1}
{0 0.22514072879560537,1 7,2 -1}
{0 0.3124334075308014,1 19,2 -1}
{0 0.17932219857105583,1 22,2 -1}
{0 0.20680917326256845,1 11,2 -1}
{0 0.24625311607509615,1 25,2 -1}
{0 0.21740062854276715,1 10,2 -1}
{0 0.05697371155756372,1 3,2 -1}
{0 0.22659379924167122,1 29,2 -1}
{0 0.1949641476491219,1 24,2 -1}
{0 0.35483475351089167,1 16,2 -1}
{0 0.1916302125428793,1 9,2 -1}
{0 0.10520979801659155,1 19,2 -1}
{0 0.17988254602980316,1 18,2 -1}
{0 0.15372347812527443,1 3,2 -1}
{0 0.02480816646624205,1 3,2 -1}
{0 0.17934405781282017,1 3,2 -1}
{0 0.3011834633257946,1 19,2 -1}
{0 0.28483899590370887,1 29,2 -1}
{0 0.2074375350220577,1 14,2 -1}
{0 0.1337036080122016,1 18,2 -1}
{0 0.1173523315063907,1 26,2 -1}
{0 0.19046679047891812,1 16,2 -1}
{0 0.3238164351581646,1 4,2 -1}
{0 0.16293054459209008,1 18,2 -1}
{0 0.11079584103618954,1 12,2 -1}
{0 0.21315987396303884,1 19,2 -1}
{0 0.14880711181366202,1 5,2 -1}
{0 0.22008930960179074,1 24,2 -1}
{0 0.07376815950824797,1 4,2 -1}
{0 0.09798461180232909,1 10,2 -1}
{0 0.09334571009624869,1 9,2 -1}
{0 0.13602477789870052,1 25,2 -1}
{0 0.23662420730285763,1 15,2 -1}
{0 0.130394987428281,1 24,2 -1}
{0 0.13994564688302863,1 24,2 -1}
{0 0.0,1 0,2 -1}
{0 0.15292455299739902,1 4,2 -1}
{0 0.16608708246643977,1 27,2 -1}
{0 0.07357220516677038,1 1,2 -1}
{0 0.21712598628138816,1 27,2 -1}
{0 0.18466861268036378,1 11,2 -1}
{0 0.23907617910700774,1 17,2 -1}
{0 0.2454974753192017,1 24,2 -1}
{0 0.1719365204989379,1 24,2 -1}
{0 0.2579238037983036,1 20,2 +1}
{0 0.20486447186581402,1 26,2 -1}
{0 0.1840039242274714,1 17,2 -1}
{0 0.28886881908345746,1 12,2 -1}
{0 0.10454289517200681,1 29,2 -1}
{0 0.1712902822668674,1 21,2 -1}
{0 0.17569287583528886,1 25,2 -1}
{0 0.043175524687755276,1 2,2 -1}
{0 0.19408809361418575,1 23,2 -1}
{0 0.17930040646688958,1 19,2 -1}
{0 0.2802369975700509,1 17,2 -1}
{0 0.04704120574625453,1 6,2 -1}
{0 0.24016335689087653,1 19,2 -1}
{0 0.007692762898846677,1 1,2 -1}
{0 0.21497655415440686,1 6,2 -1}
{0 0.12560368068314437,1 22,2 -1}
{0 0.19764060745802284,1 11,2 -1}
{0 0.18960244269783813,1 23,2 -1}
{0 0.15564836694863024,1 25,2 -1}
{0 0.1947774148378854,1 4,2 -1}
{0 0.1517361854674787,1 12,2 -1}
{0 0.06057411860514389,1 10,2 -1}
{0 0.2240261564807848,1 10,2 -1}
{0 0.09594561041723398,1 2,2 -1}
{0 0.14393614126271848,1 21,2 -1}
{0 0.14559117213661613,1 15,2 -1}
{0 0.07350747835464151,1 20,2 -1}
{0 0.16845245588347166,1 19,2 -1}
{0 0.2203947799719291,1 13,2 -1}
{0 0.27892253713923937,1 14,2 -1}
{0 0.08579911641967361,1 16,2 -1}
{0 0.23152411642756282,1 26,2 -1}
{0 0.12056990852043639,1 21,2 -1}
{0 0.22761609296198823,1 27,2 -1}
{0 0.03822914120451133,1 11,2 -1}
{0 0.23011955011258392,1 15,2 -1}
{0 0.12876867361137476,1 18,2 -1}
{0 0.13722824234419215,1 2,2 -1}
{0 0.21528352601117712,1 18,2 -1}
{0 0.11289970863660222,1 22,2 -1}
{0 0.19912328814576521,1 11,2 -1}
{0 0.2101617648255221,1 25,2 -1}
{0 0.22034825208917364,1 12,2 -1}
{0 0.1796210401231881,1 4,2 -1}
{0 0.17096756855102352,1 26,2 -1}
{0 0.16333909604044486,1 22,2 -1}
{0 0.2799697526772217,1 15,2 -1}
{0 0.19256941526567212,1 16,2 -1}
{0 0.061513375096734255,1 16,2 -1}
{0 0.1658661162305744,1 14,2 -1}
{0 0.238475649864247,1 4,2 -1}
{0 0.006016362691864378,1 3,2 -1}
{0 0.10385229913443014,1 4,2 -1}
{0 0.27773788374815306,1 18,2 -1}
{0 0.23059054530686213,1 24,2 -1}
{0 0.13840465085149734,1 11,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 -1}
{0 0.2219746728796683,1 43,2 -1}
{0 0.18745375185504318,1 61,2 -1}
{0 0.18945135505420999,1 32,2 -1}
{0 0.09939332099323633,1 3,2 -1}
{0 0.21779990924242662,1 38,2 -1}
{0 0.13413534974911326,1 24,2 -1}
{0 0.272378911010434,1 50,2 -1}
{0 0.1363269745438143,1 8,2 -1}
{0 0.2631056320404709,1 57,2 -1}
{0 0.14698695366838832,1 5,2 -1}
{0 0.19922720397106758,1 24,2 -1}
{0 0.2696013708532803,1 28,2 -1}
{0 0.22137643907915563,1 74,2 -1}
{0 0.23409641038567577,1 30,2 -1}
{0 0.22172665291986932,1 50,2 -1}
{0 0.19201382544042075,1 65,2 -1}
{0 0.027828933949616993,1 1,2 -1}
{0 0.10941904343611548,1 13,2 -1}
{0 0.22581666082174057,1 80,2 -1}
{0 0.06048884885927481,1 2,2 -1}
{0 0.22377349069507343,1 74,2 -1}
{0 0.18723240171923475,1 29,2 -1}
{0 0.23500708590309677,1 36,2 -1}
{0 0.2391847035959358,1 74,2 -1}
{0 0.199290228638172,1 67,2 -1}
{0 0.2805072584467611,1 44,2 -1}
{0 0.2610609133634027,1 80,2 +1}
{0 0.23637765845616288,1 47,2 -1}
{0 0.1357138477428971,1 25,2 -1}
{0 0.213910472809653,1 87,2 -1}
{0 0.24853059260984423,1 56,2 -1}
{0 0.23351191540001148,1 73,2 -1}
{0 0.1514564891325506,1 3,2 -1}
{0 0.26194733862855923,1 63,2 -1}
{0 0.2239609436082993,1 51,2 -1}
{0 0.25631723700532216,1 43,2 -1}
{0 0.19121345705614012,1 17,2 -1}
{0 0.21163859644968375,1 44,2 -1}
{0 0.060717674071891624,1 2,2 -1}
{0 0.1394998360108056,1 11,2 -1}
{0 0.18551520449849437,1 52,2 -1}
{0 0.1494683017924149,1 23,2 -1}
{0 0.2761556732025814,1 62,2 -1}
{0 0.20364705359791282,1 76,2 -1}
{0 0.28232109668853517,1 12,2 -1}
{0 0.21316665642440644,1 33,2 -1}
{0 0.13573213574315168,1 25,2 -1}
{0 0.2021570685966964,1 20,2 -1}
{0 0.20509732903366232,1 8,2 -1}
{0 0.22544764426399935,1 64,2 -1}
{0 0.21552259474677954,1 44,2 -1}
{0 0.19127060965055365,1 53,2 -1}
{0 0.2098984077785484,1 44,2 -1}
{0 0.22039470555030727,1 25,2 -1}
{0 0.22080680183858573,1 38,2 -1}
{0 0.23660205061667255,1 43,2 -1}
{0 0.2453922789549199,1 60,2 -1}
{0 0.19357732663467997,1 50,2 -1}
{0 0.25148167646842395,1 81,2 -1}
{0 0.13161169973202586,1 26,2 -1}
{0 0.19563969249515284,1 43,2 -1}
{0 0.16500156310711192,1 41,2 -1}
{0 0.17351695111969395,1 8,2 -1}
{0 0.19682044839380902,1 44,2 -1}
{0 0.18623038334138545,1 44,2 -1}
{0 0.21522291543385563,1 22,2 -1}
{0 0.2722730503773309,1 69,2 -1}
{0 0.20557311268621245,1 23,2 -1}
{0 0.11420509607816688,1 6,2 -1}
{0 0.2539837195207457,1 77,2 -1}
{0 0.19871954349099932,1 58,2 -1}
{0 0.2058910694667854,1 32,2 -1}
{0 0.20805212364974335,1 25,2 -1}
{0 0.19610676009265673,1 42,2 -1}
{0 0.2384471654275574,1 32,2 -1}
{0 0.12143534814378325,1 5,2 -1}
{0 0.09695085139050064,1 8,2 -1}
{0 0.09234146265100185,1 7,2 -1}
{0 0.2677948297457845,1 42,2 -1}
{0 0.28020528494646335,1 54,2 -1}
{0 0.14709008279264893,1 21,2 -1}
{0 0.18426972005603198,1 32,2 -1}
{0 0.23822430479276743,1 47,2 -1}
{0 0.1726864765944647,1 26,2 -1}
{0 0.16907861291163304,1 4,2 -1}
{0 0.12008753258545275,1 28,2 -1}
{0 0.09903348379997297,1 23,2 -1}
{0 0.29005792051659873,1 35,2 -1}
{0 0.24258449671736818,1 7,2 -1}
{0 0.21611456096192386,1 48,2 -1}
{0 0.05152728249809669,1 5,2 -1}
{0 0.11278790452802777,1 16,2 -1}
{0 0.11886994181083528,1 15,2 -1}
{0 0.17578290300436714,1 52,2 -1}
{0 0.22808342808782997,1 27,2 -1}
{0 0.18087782301936667,1 41,2 -1}
{0 0.1837142181684399,1 50,2 -1}
{0 0.056363726535922594,1 2,2 -1}
{0 0.16342149970298075,1 11,2 -1}
{0 0.17217281291995407,1 56,2 -1}
{0 0.1500318744375997,1 2,2 -1}
{0 0.19111741150620132,1 56,2 -1}
{0 0.14233466918037183,1 23,2 -1}
{0 0.19252289978309778,1 28,2 -1}
{0 0.1971385055850626,1 46,2 -1}
{0 0.18152324930299568,1 48,2 -1}
{0 0.28005561884042174,1 33,2 -1}
{0 0.2122479513832259,1 51,2 -1}
{0 0.27212400309857027,1 34,2 +1}
{0 0.1516077928311861,1 20,2 -1}
{0 0.09890015563010991,1 48,2 -1}
{0 0.17662157607880977,1 34,2 -1}
{0 0.20908474789770004,1 53,2 -1}
{0 0.05454148803601066,1 3,2 -1}
{0 0.22866990848364982,1 40,2 -1}
{0 0.13509940197897255,1 32,2 -1}
{0 0.22819889481649233,1 30,2 -1}
{0 0.10696465838307913,1 17,2 -1}
{0 0.28214499609672195,1 33,2 -1}
{0 0.06413803364432571,1 3,2 -1}
{0 0.1647641104036225,1 9,2 -1}
{0 0.14831316919949178,1 41,2 -1}
{0 0.18517998926239976,1 20,2 -1}
{0 0.17960993182257767,1 41,2 -1}
{0 0.16067660875353457,1 48,2 -1}
{0 0.2358459721927959,1 11,2 -1}
{0 0.12382443458849168,1 26,2 -1}
{0 0.10323750927325993,1 21,2 -1}
{0 0.20086173914212085,1 15,2 -1}
{0 0.14786803423096226,1 5,2 -1}
{0 0.11321967320657808,1 42,2 -1}
{0 0.1872191635977873,1 29,2 -1}
{0 0.13527200409759096,1 36,2 -1}
{0 0.1418829950030551,1 35,2 -1}
{0 0.19211115014597102,1 22,2 -1}
{0 0.2110624644319875,1 23,2 -1}
{0 0.1194351885625224,1 29,2 -1}
{0 0.3182470023121849,1 49,2 -1}
{0 0.12316350105389774,1 30,2 -1}
{0 0.20591292294041427,1 56,2 -1}
{0 0.06443137803858158,1 22,2 -1}
{0 0.13615235703965037,1 28,2 -1}
{0 0.14195467679950496,1 28,2 -1}
{0 0.18590678927772972,1 8,2 -1}
{0 0.2089158990336677,1 35,2 -1}
{0 0.21533752947061435,1 38,2 -1}
{0 0.17117161972405828,1 22,2 -1}
{0 0.20336011136031631,1 44,2 -1}
{0 0.20510365657382032,1 24,2 -1}
{0 0.12505058634609656,1 8,2 -1}
{0 0.23725663717882758,1 64,2 -1}
{0 0.1611834859158465,1 34,2 -1}
{0 0.27079724105138914,1 21,2 -1}
{0 0.22339112598184854,1 24,2 -1}
{0 0.09425296543371058,1 29,2 -1}
{0 0.14528467912987192,1 22,2 -1}
{0 0.0835738014153335,1 6,2 -1}
{0 0.06181472472426865,1 10,2 -1}
{0 0.24780603908034934,1 6,2 -1}
{0 0.2815081680575626,1 27,2 -1}
{0 0.22284814310516257,1 36,2 -1}
{0 0.15401909092909477,1 21,2 -1}
{0 0.05623646134523416,1 12,2 -1}
{0 0.058145434123657434,1 15,2 -1}
{0 0.11497392441320534,1 9,2 -1}
{0 0.09197090092274486,1 2,2 -1}
{0 0.04931370417509793,1 8,2 -1}
{0 0.08274566029678473,1 7,2 -1}
{0 0.07336677792530047,1 10,2 -1}
{0 0.007547223547528769,1 1,2 -1}
{0 0.11617769897234412,1 15,2 -1}
{0 0.009243423333081695,1 1,2 -1}
{0 0.04157142272544766,1 5,2 -1}
{0 0.03848546489383742,1 6,2 -1}
{0 0.0647003886060858,1 14,2 -1}
{0 0.09398916863188758,1 12,2 -1}
{0 0.05297388973614383,1 13,2 -1}
{0 0.07476570919383313,1 14,2 -1}
{0 0.016386838133611553,1 1,2 -1}
{0 0.08363959431901723,1 3,2 -1}
{0 0.06419020793547356,1 14,2 -1}
{0 0.0,1 0,2 -1}
{0 0.10533742406351566,1 12,2 -1}
{0 0.07251137838120372,1 6,2 -1}
{0 0.0729534511771503,1 11,2 -1}
{0 0.12661663451097557,1 17,2 -1}
{0 0.07164604461948687,1 14,2 -1}
{0 0.06771917456217881,1 11,2 -1}
{0 0.09035831495195037,1 17,2 -1}
{0 0.05689311706223133,1 10,2 -1}
{0 0.4560737814793552,1 14,2 +1}
{0 0.03471303544621778,1 13,2 -1}
{0 0.0713888226378313,1 12,2 -1}
{0 0.08271401293187743,1 17,2 -1}
{0 0.015328483487124143,1 1,2 -1}
{0 0.12237577451183382,1 14,2 -1}
{0 0.08902638145194514,1 13,2 -1}
{0 0.11961578129784156,1 14,2 -1}
{0 0.02004108626016174,1 3,2 -1}
{0 0.09933254502792457,1 13,2 -1}
{0 0.0,1 0,2 -1}
{0 0.24279779422804482,1 5,2 -1}
{0 0.044842535945955,1 13,2 -1}
{0 0.11079123414364993,1 9,2 -1}
{0 0.06089604895327596,1 11,2 -1}
{0 0.08962271582124624,1 14,2 -1}
{0 0.033807287803904976,1 3,2 -1}
{0 0.04279604925109129,1 7,2 -1}
{0 0.05030089872819592,1 7,2 -1}
{0 0.07856542438864576,1 5,2 -1}
{0 0.03065696697424829,1 2,2 -1}
{0 0.06719917334231487,1 12,2 -1}
{0 0.05924333862438941,1 8,2 -1}
{0 0.044647287303695944,1 9,2 -1}
{0 0.06124172975360461,1 10,2 -1}
{0 0.04015891022996115,1 5,2 -1}
{0 0.12325905770668523,1 13,2 -1}
{0 0.03200184538233358,1 8,2 -1}
{0 0.09320108869058687,1 15,2 -1}
{0 0.04929626604834664,1 10,2 -1}
{0 0.09620459546664452,1 16,2 -1}
{0 0.013400580738247498,1 6,2 -1}
{0 0.12246809210549454,1 9,2 -1}
{0 0.04854073767220536,1 10,2 -1}
{0 0.005039974324420202,1 1,2 -1}
{0 0.1358513672317664,1 14,2 -1}
{0 0.02684975866626966,1 11,2 -1}
{0 0.0620729328499003,1 5,2 -1}
{0 0.10278258244329128,1 15,2 -1}
{0 0.11363880477799795,1 8,2 -1}
{0 0.05101627678885769,1 2,2 -1}
{0 0.05618371763848691,1 14,2 -1}
{0 0.06593765627673999,1 12,2 -1}
{0 0.11293175546889035,1 12,2 -1}
{0 0.07077467249792474,1 6,2 -1}
{0 0.016379188693594084,1 8,2 -1}
{0 0.0623509142353718,1 9,2 -1}
{0 0.08193419066805777,1 1,2 -1}
{0 0.004271944201801317,1 1,2 -1}
{0 0.016386838133611553,1 2,2 -1}
{0 0.14230891820486366,1 14,2 -1}
{0 0.06562139272323043,1 12,2 -1}
{0 0.08327102858991368,1 7,2 -1}
{0 0.22648051535605013,1 32,2 -1}
{0 0.2027226441376077,1 45,2 -1}
{0 0.14900144627508882,1 27,2 -1}
{0 0.06250541102117806,1 2,2 -1}
{0 0.20483909279399254,1 30,2 -1}
{0 0.1327863005061069,1 18,2 -1}
{0 0.18915603728783914,1 40,2 -1}
{0 0.061551073894982586,1 5,2 -1}
{0 0.25073025362961743,1 42,2 -1}
{0 0.1348983321458862,1 6,2 -1}
{0 0.19349475804460478,1 15,2 -1}
{0 0.19651080179949998,1 18,2 -1}
{0 0.23229379769020664,1 49,2 -1}
{0 0.1961832302404381,1 22,2 -1}
{0 0.22798385507822455,1 33,2 -1}
{0 0.21953870394010647,1 49,2 -1}
{0 0.07033799484533299,1 1,2 -1}
{0 0.06613345023218298,1 8,2 -1}
{0 0.2125262410121064,1 53,2 -1}
{0 0.03123249870677938,1 2,2 -1}
{0 0.20599394554708444,1 56,2 -1}
{0 0.19880710152097864,1 23,2 -1}
