0.151177,4.229464,0,0,+1
0.067489,2.120737,0,0,+1
0.159763,23.256016,0,0,+1
0.08547,1,0,0,+1
0.249561,5.161043,0,0,+1
0.264197,51.793724,0,0,+1
0.110459,5.110091,0,0,+1
0.246272,12.983764,0,0,+1
0.315626,67.853399,0,0,+1
0,0,0,0,+1
0.204858,42.428784,0,0,+1
0,0,0,0,+1
0.230933,70.210809,0,0,+1
0.220011,23.825629,0,0,+1
0.267399,23.163104,0,0,+1
0.252798,71.910566,0,0,+1
0.257671,41.948409,0,0,+1
0.217816,19.345684,0,0,+1
0.337212,79.606315,0,0,+1
0.298526,32.715235,0,0,+1
0.384301,13.401368,0,0,+1
0.299902,67.432653,0,0,+1
0.081114,13.043703,0,0,+1
0.249539,91.012192,0,0,+1
0.285624,27.758962,0,0,+1
0.365721,31.127062,0,0,+1
0.309035,32.630846,0,0,+1
0.081737,2.131068,0,0,+1
0.255419,22.141795,0,0,+1
0,0,0,0,+1
0.070866,2.803311,0,0,+1
0.218724,39.900272,0,0,+1
0.075988,1.030069,0,0,+1
0.160743,39.251147,0,0,+1
0.170837,21.050875,0,0,+1
0,0,0,0,+1
0.139998,14.781355,0,0,+1
0.059954,8,0,0,+1
0.00663,0.444033,0,0,+1
0.228306,5.954996,0,0,+1
0.190489,40.990427,0,0,+1
0.237077,13,0,0,+1
0.283226,34.142873,0,0,+1
0.135838,4,0,0,+1
0.139849,7.940734,0,0,+1
0.229674,32,0,0,+1
0.352848,13.80989,0,0,+1
0.158075,22.027984,0,0,+1
0.154774,4.313569,0,0,+1
0.203344,79.867702,0,0,+1
0.225624,22.453404,0,0,+1
0.113127,4.455216,0,0,+1
0.102727,3.023599,0,0,+1
0.230529,32,0,0,+1
0.063288,13.205977,0,0,+1
0.20411,8.320629,0,0,+1
0.178286,50.696687,0,0,+1
0.100397,1,0,0,+1
0,0,0,0,+1
0.155628,41.598983,0,0,+1
0.129063,14.440159,0,0,+1
0.239664,4.141376,0,0,+1
0.104024,3.707018,0,0,+1
0.097774,3,0,0,+1
0.144456,15.707927,0,0,+1
0.115437,2.993933,0,0,+1
0.254769,22.065748,0,0,+1
0.298184,32,0,0,+1
0.130562,15.740255,0,0,+1
0.246646,11,0,0,+1
0.24665,12.92741,0,0,+1
0.248368,11,0,0,+1
0.247377,12.541072,0,0,+1
0.240661,12.758526,0,0,+1
0.246433,12.47589,0,0,+1
0.248814,11,0,0,+1
0.24668,11.322087,0,0,+1
0.246657,11,0,0,+1
0.246531,12.765369,0,0,+1
0.246532,12.96766,0,0,+1
0.246746,11,0,0,+1
0.247824,12.27374,0,0,+1
0.246788,11,0,0,+1
0.246665,11,0,0,+1
0.248732,11,0,0,+1
0.251237,11.348742,0,0,+1
0.246327,11.323559,0,0,+1
0.246484,12.806349,0,0,+1
0.24998,12.974204,0,0,+1
0.246794,11,0,0,+1
0.240727,11.056241,0,0,+1
0.243932,12.284765,0,0,+1
0.24649,12.187546,0,0,+1
0.25018,12.283673,0,0,+1
0.252475,11.087405,0,0,+1
0.246914,11,0,0,+1
0.24602,12.172641,0,0,+1
0.237102,12.418042,0,0,+1
0.24082,11.630846,0,0,+1
0.250424,11.262136,0,0,+1
0.239523,12.858205,0,0,+1
0.248582,11,0,0,+1
0.237755,11.393379,0,0,+1
0.24865,11,0,0,+1
0.251651,11.060138,0,0,+1
0.249734,11.125573,0,0,+1
0.243534,12.025438,0,0,+1
0.249584,11.535796,0,0,+1
0.246512,12.550024,0,0,+1
0.246725,11,0,0,+1
0.241155,12.111933,0,0,+1
0.211969,32,0,0,+1
0.225128,32,0,0,+1
0.199885,32,0,0,+1
0.199316,32,0,0,+1
0.199728,32,0,0,+1
0.204483,32,0,0,+1
0.226058,32,0,0,+1
0.218005,32,0,0,+1
0.201102,32,0,0,+1
0.229343,32,0,0,+1
0.202236,32,0,0,+1
0.203618,32,0,0,+1
0.222896,32,0,0,+1
0.203002,32,0,0,+1
0.199079,32,0,0,+1
0.199174,32,0,0,+1
0.20196,32,0,0,+1
0.229314,32,0,0,+1
0.198947,32,0,0,+1
0.224545,32,0,0,+1
0.210206,32,0,0,+1
0.200613,32,0,0,+1
0.221001,32,0,0,+1
0.219645,32,0,0,+1
0.229944,32,0,0,+1
0.223973,32,0,0,+1
0.212536,32,0,0,+1
0.213662,32,0,0,+1
0.214507,32,0,0,+1
0.212457,32,0,0,+1
0.210303,32,0,0,+1
0.213987,32,0,0,+1
0.212828,32,0,0,+1
0.22753,32,0,0,+1
0.220064,32,0,0,+1
0.219206,32,0,0,+1
0.209906,32,0,0,+1
0.229268,32,0,0,+1
0.229177,32,0,0,+1
0.199417,32,0,0,+1
0.200129,32,0,0,+1
0.228666,32,0,0,+1
0.229779,3,0,0,+1
0.177925,3,0,0,+1
0.168545,2.995266,0,0,+1
0.242277,3,0,0,+1
0.174135,2.994379,0,0,+1
0.196501,3.020683,0,0,+1
0.21549,3,0,0,+1
0.213649,3,0,0,+1
0.226826,2.99396,0,0,+1
0.173051,3.022349,0,0,+1
0.112201,3.022049,0,0,+1
0.218255,3,0,0,+1
0.191675,2.996184,0,0,+1
0.199525,3,0,0,+1
0.23056,3,0,0,+1
0.118964,3.014556,0,0,+1
0.140877,3,0,0,+1
0.250721,2.997413,0,0,+1
0.206073,3.015162,0,0,+1
0.237944,2.999217,0,0,+1
0.20992,3.011791,0,0,+1
0.207021,3,0,0,+1
0.174537,3,0,0,+1
0.194277,3.009148,0,0,+1
0.196362,3,0,0,+1
0.132873,3,0,0,+1
0.166647,2.996818,0,0,+1
0.253328,2.994663,0,0,+1
0.122143,3,0,0,+1
0.152054,3,0,0,+1
0.186705,3,0,0,+1
0.124967,3.016087,0,0,+1
0.131741,2.997904,0,0,+1
0.231762,3,0,0,+1
0.191215,3,0,0,+1
0.13664,3,0,0,+1
0.256769,2.995541,0,0,+1
0.133907,2.994305,0,0,+1
0.193549,3.021002,0,0,+1
0.231799,3,0,0,+1
0.190291,3,0,0,+1
0.235011,3,0,0,+1
0.18144,5,0,0,+1
0.137877,5.014887,0,0,+1
0.193247,5.089487,0,0,+1
0.156113,5.144995,0,0,+1
0.165727,5,0,0,+1
0.112095,5.055335,0,0,+1
0.111626,5.052327,0,0,+1
0.223584,5,0,0,+1
0.089719,5,0,0,+1
0.236103,5.112007,0,0,+1
0.186779,5,0,0,+1
0.162895,5.107836,0,0,+1
0.233353,5.032849,0,0,+1
0.168859,5,0,0,+1
0.138452,5.016329,0,0,+1
0.069733,5,0,0,+1
0.122921,5.048177,0,0,+1
0.115891,5.104739,0,0,+1
0.156411,5,0,0,+1
0.119068,5,0,0,+1
0.112974,5.071216,0,0,+1
0.158065,5,0,0,+1
0.151703,5,0,0,+1
0.070788,5,0,0,+1
0.167224,5,0,0,+1
0.187341,5,0,0,+1
0.107299,5,0,0,+1
0.090993,5,0,0,+1
0.121667,5,0,0,+1
0.214531,5,0,0,+1
0.150255,5.07631,0,0,+1
0.201646,5.072119,0,0,+1
0.185936,5,0,0,+1
0.218816,5.14919,0,0,+1
0.184459,5,0,0,+1
0.15576,5.144584,0,0,+1
0.163152,5,0,0,+1
0.212655,5,0,0,+1
0.208391,5.115721,0,0,+1
0.126048,5.089588,0,0,+1
0.161418,5.127074,0,0,+1
0.137169,5.095721,0,0,+1
0.075393,3,0,0,+1
0.076286,3,0,0,+1
0.095567,3,0,0,+1
0.064798,3,0,0,+1
0.029107,3,0,0,+1
0.015944,3,0,0,+1
0.056372,3,0,0,+1
0.095737,3,0,0,+1
0.085168,3,0,0,+1
0.066281,3,0,0,+1
0.070821,3,0,0,+1
0.097821,3,0,0,+1
0.094202,3,0,0,+1
0.080523,3.020796,0,0,+1
0.083206,3,0,0,+1
0.066504,3,0,0,+1
0.064615,3,0,0,+1
0.072213,3.021507,0,0,+1
0.060228,3,0,0,+1
0.038785,3,0,0,+1
0.09167,3.008266,0,0,+1
0.090407,3,0,0,+1
0.074043,3,0,0,+1
0.019782,3,0,0,+1
0.081894,3,0,0,+1
0.071671,3,0,0,+1
0.019618,3,0,0,+1
0.066949,3,0,0,+1
0.08721,3,0,0,+1
0.100972,3.007005,0,0,+1
0.089916,3,0,0,+1
0.07973,3,0,0,+1
0.068104,3,0,0,+1
0.052242,3,0,0,+1
0.086175,3.018802,0,0,+1
0.096121,3,0,0,+1
0.086153,3,0,0,+1
0.064489,3,0,0,+1
0.074628,3.009602,0,0,+1
0.081543,3.022376,0,0,+1
0.084875,3,0,0,+1
0.093204,3,0,0,+1
0.166902,24,0,0,+1
0.252655,23.943911,0,0,+1
0.175145,24,0,0,+1
0.246621,23.386697,0,0,+1
0.130364,24,0,0,+1
0.260252,24,0,0,+1
0.129265,24,0,0,+1
0.131447,24,0,0,+1
0.198334,24,0,0,+1
0.223545,24,0,0,+1
0.16576,23.345561,0,0,+1
0.129191,24,0,0,+1
0.258128,24,0,0,+1
0.193458,23.829476,0,0,+1
0.202501,24,0,0,+1
0.16007,23.284719,0,0,+1
0.159917,23.497181,0,0,+1
0.201141,23.862333,0,0,+1
0.201644,23.322258,0,0,+1
0.176039,23.963493,0,0,+1
0.159973,23.373314,0,0,+1
0.217314,24,0,0,+1
0.187323,23.881914,0,0,+1
0.163501,23.989387,0,0,+1
0.177244,23.8474,0,0,+1
0.161439,23.639089,0,0,+1
0.268274,24,0,0,+1
0.160229,23.730378,0,0,+1
0.230886,23.707667,0,0,+1
0.190282,23.988771,0,0,+1
0.158918,24,0,0,+1
0.172359,24,0,0,+1
0.1898,23.880221,0,0,+1
0.201262,23.977847,0,0,+1
0.237289,23.749223,0,0,+1
0.177759,23.658565,0,0,+1
0.170412,23.884242,0,0,+1
0.261325,24,0,0,+1
0.16158,24,0,0,+1
0.211837,24,0,0,+1
0.142385,24,0,0,+1
0.133849,24,0,0,+1
